compiled_by,allometry_ID_manual,group,subgroup,Family,taxonID,acceptedTaxonID,Common name,genus,specificEpithet,FIA Species Code,Taxon ID Notes,minDiameter,maxDiameter,dbh range (cm),Initials and References Used and Other Notes,Excluding Factor,need_density,spg_gcm3,Zanne et al Reference Number,density_source,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIRI,,"Pine, pitch",Pinus,rigida,126,,3,31,3 – 31,,,,0.47,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PISA2,,"Pine, California foothill",Pinus,sabiniana,,,,,,SR- spg not known,,,0.433,,Zanne et al 2009; average of 20 NA species,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PINACE,,"Pine, ponderosa- lodgepole-sugar",Pinus,sp.,100,,16,80,16– 80,,,,0.37,,,,,,
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PINUS,,"Pine, ponderosa- lodgepole-sugar",Pinus,sp.,100,,16,80,16– 80,,,,0.37,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIST,,"Pine, eastern white",Pinus,strobus,129,,3,69,3 – 69,,,,0.34,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PITA,,"Pine, loblolly",Pinus,taeda,131,,3,56,3 – 56,,,,0.47,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIVI2,,Virginia pine,Pinus,virginiana ,,,,,,AQ. Allometry assigned using SPG.,,,0.45,7,Zanne et al 2009,,,forest,WG_75
WG_75,,,,Nyctaginaceae,PIAL3,,,Pisonia,albida,,,,,,SR - SPG not known; Puerto Rico,Puerto Rico,,0.344,,Zanne et al 2009; average of 9 other Pisonia species,,,,
WG_75,H9,hardwood,"Fabaceae/Juglandaceae, other",Fabaceae,PIDU,,Monkeypod,Pithecellobium,dulce,,,,,,AQ; Allometry assigned based on distribution. Could also be W2.,Introduced,,0.64,26,"Zanne et al 2009; 6 spg values, value closest to average assigned. ",,,forest,WG_75
SMS,H9,,,Fabaceae,PIUN,PIUN,,Pithecellobium,unguis-cati,,,,,,,,no,,,,,,forest,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Platanaceae,PLOC,,Sycamore,Platanus,occidentalis,731,,3,50,3 – 50,,,,0.46,,,,,,
SMS,H7,,,Apocynaceae,PLAL,PLAL,,Plumeria,alba,,,,,,,,,0.8,12348,Zanne et al 2009,,,,
SMS,H9,,,Fabaceae,POFL20,POFL20,,Poitea,florida,,,,,,,,no,,,,,,forest,http://usnvc.org/explore-classification/
SMS,H9,,,Fabaceae,POPA34,POPA34,,Poitea,paucifolia,,,,,,,,no,,,,,,forest,http://usnvc.org/explore-classification/
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POBA2,,"Populus, balasm poplar",Populus,balsamifera,741,,3,53,3 – 53,,,,0.31,,,,,,
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POBAT,,"Populus, black Cottonwood",Populus,balsamifera. ssp. trichocarpa,747,,5,32,5 – 32,,,,0.31,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,PODE3,,"Populus, cottonwood eastern",Populus,deltoides,742,,3,7,3–27,,,,0.37,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,POGR4,,"Populus, aspen bigtooth",Populus,grandidentata,743,,3,5,3–55,,,,0.36,,,,,,
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POPUL,,"Populus, cottonwood",Populus,sp.,740,,3,40,3 – 40,,,,0.34,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,POTR5,,"Populus, aspen quaking",Populus,tremuloides,746,,3,0,3–70,,,,0.35,,,,,,
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PRGL2,,Honey mesquite,Prosopis,glandulosa,,,,,,SM. SR- allometry assigned based on multiple stem growth form and desert distribution. Could also be H9,,,0.705,6,Zanne et al 2009; Assigned North American value ,,,woodland,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PROSO,,Mesquite,Prosopis,sp.,755,,3,60,3 – 60,,,,0.78,,,,,woodland,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PRVE,,,Prosopis,velutina,,,,,,"SR - SPG not specifically known, but suggest using the PROSO value. Woodland allometry based on dryland distribution",,,,,,,,woodland,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAM,,,Prunus,americana,,,,,,SR; allometry assigned based on Rosaceae,,,0.47,,"Jenkins, Chojnacky, et al 2004",,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAN3,,,Prunus,angustifolia,,,,,,SR - SPG not known,,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAV,,Sweet cherry ,Prunus,avium,,,,,,AQ,Introduced,,0.474,28,Zanne et al 2009,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PREM,,,Prunus,emarginata,,,,,,SR,,,0.47,,"Jenkins, Chojnacky, et al 2004; this paper indicates this could be covered under woodland allometry W2",,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRME,,,Prunus,mexicana,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRPE2,,"Cherry, pin",Prunus,pensylvanica,761,,3,42,3 – 42,SM,,,0.36,118,Zanne et al 2009,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRPEP,,Pin cherry,Prunus,pensylvanica var. pensylvanica,,,3,42,3 – 42,SM,,,0.36,118,Zanne et al 2009,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRSE2,,"Cherry, black",Prunus,serotina,762,,3,50,3 – 50,SM,,,0.47,6,Zanne et al 2009,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRSES,,Black cherry,Prunus,serotina var. serotina,,,3,50,3 – 50,SM,,,0.47,6,Zanne et al 2009,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRUNU,,,Prunus,sp.,,,,,,SR; allometry assigned based on Family,,,0.47,,"Jenkins, Chojnacky, et al 2004",,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRUM,,,Prunus,umbellata,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRVI,,"Cherry, Chokecherry",Prunus,virginiana,763,,3,15,3 – 15,,,,0.47,,,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,PSME,,Douglas-fir,Pseudotsuga,menziesii,202,,3,15,3 – 215,,,,0.45,,,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,PSMEM,,Douglas-fir,Pseudotsuga,menziesii var. menziesii,202,,3,15,3 – 215,,,,0.45,,,,,forest,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Rosaceae,PUST,,,Purshia,stansburiana,,,,,,SR- SPG not known; W2 chosen due to distribution in arid regions and similarity of growth form to Cercocarpus spp.,,,,,,,,woodland,WG_75
SMS,,,,Rosaceae,PUTR2,PUTR2,,Purshia,tridentata,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PYCA80,,Callery pear,Pyrus,calleryana,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,Introduced,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PYRUS,,,Pyrus,sp.,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,,,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUHE,,Bartram oak,Quercus,× heterophylla,,,,,,BS,,,0.56,6,Zanne et al 2009; used value for hybrid's parents (Q. phellos x rubra),decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUAL,,"Oak, white",Quercus,alba,802,,3,74,3 – 74,,,,0.6,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUCH,,Chapman oak,Quercus,chapmanii,,,,,,"BS. Deciduous or subevergreen (FNA), could also fit H11 category.",,,0.78,29,Zanne et al 2009,decid,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUCH2,,"Oak, evergreen spp. (**Oak, canyon live)",Quercus,chrysolepis,850,,9,74,9 – 74,"assumes drc, may require dbh to drc conversion",,,0.58,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUCO2,,"Oak, scarlet",Quercus,coccinea,806,,3,56,3 – 56,,,,0.6,,,decid,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUDO,,"Oak, blue",Quercus,douglasii,807,,15,50,15 – 50,,,,0.59,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUEL,,"Oak, pin",Quercus,ellipsoidalis,809,,3,50,3 – 50,,,,0.59,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUFA,,"Oak, red southern",Quercus,falcata,812,,3,56,3 – 56,,,,0.52,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUFU,,,Quercus,fusiformis,,,,,,"SR - SPG not known; allometry based on evergreen character, slight chance it could fit under W3",,,,,,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUGA,,"Oak, Gambel",Quercus,gambelii,814,,3,32,3 – 32,,,,0.61,,,,,woodland,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUGE2,,sand live oak,Quercus,geminata,,,,,,BS. Subevergreen (FNA).,,,0.872,29,Zanne et al 2009,ever,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUHE2,,Darlington oak,Quercus,hemisphaerica,,,,,,"BS. Allometry H11 assigned because it is evergreen or tardily deciduous (FNA), could also fit H10 category.",,,0.69,29,Zanne et al 2009,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUHY,,"Oak, silverleaf",Quercus,hypoleucoides,843,,4,37,4 – 37,,,,0.59,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUIN,,bluejack oak,Quercus,incana,,,,,,BS. Allometry H10 assigned because it is deciduous (FNA).,,,0.71,29,Zanne et al 2009,decid,WG_75,forest,WG_75
SMS,,,,Fagaceae,QUIN7,QUIN7,,Quercus,inopina,,,,,,,,no,,,,ever,www.efloras.org ,woodland,http://usnvc.org/explore-classification/
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUKE,,"Oak, California black",Quercus,kelloggii,812,,3,56,3 – 56,kj assigned,,,0.51,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULA,,,Quercus,laceyi,,,,,,"SR - SPG not known; allometry assigned based on deciduous phenology, remote chance this could fit under W3 as well",,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULA2,,turkey oak,Quercus,laevis,,,,,,BS. Allometry H10 assigned because it is deciduous (FNA).,,,0.639,29,Zanne et al 2009,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QULA3,,"Oak, laurel",Quercus,laurifolia,820,,3,44,3 – 44,,,,0.56,,,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULY,,overcup oak,Quercus,lyrata,,,,,,BS. Allometry H10 assigned because it is deciduous (FNA).,,,0.57,6,Zanne et al 2009,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA2,,"Oak, bur",Quercus,macrocarpa,823,,6,25,6 – 25,,,,0.58,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA13,,"Oak, sand post",Quercus,margaretta,,syn QUMA6,,,,kj assigned based on synonomy with Q. steallata varieties,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA3,,"Oak, blackjack",Quercus,marilandica,,,,,,"kj assigned; SR- spg from Jenkins, Chojnacky et al 2004",,,0.56,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMI,,swamp chestnut oak,Quercus,michauxii ,,,,,,BS. Allometry H10 assigned because it is deciduous (FNA).,,,0.6,6,Zanne et al 2009; Randomly chose one of two spg values,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUMI2,,"Oak, dwarf live",Quercus,minima,841,,3,3,3 – 3,,,,0.59,,,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMU,,,Quercus,muehlenbergii,,,,,,SR; allometry based on deciduous phenology,,,0.6,,"Jenkins, Chojnacky, et al 2004",decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUMY,,myrtle oak,Quercus,myrtifolia,,,,,,BS. Allometry H11 assigned because it is evergreen (FNA).,,,0.807,29,Zanne et al 2009,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUNI,,"Oak, water",Quercus,nigra,827,,3,51,3 – 51,,,,0.56,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUPA5,,cherrybark oak,Quercus,pagoda,,,,,,BS. Allometry H10 assigned because it is deciduous (FNA).,,,0.61,6,"Alden, H. 1995. Hardwoods of North America. United States Department of Agriculture, Forest Service, Forest Products Laboratory. Gen. Tech. Report FPL-GTR-83. 136 pp. https://www.fpl.fs.fed.us/documnts/fplgtr/fplgtr83.pdf; used value for Quercus falcata var. pagodifolia",decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUPH,,Willow oak,Quercus,phellos,,,,,,SM. Allometry H10 assigned because it is deciduous (FNA).,,,0.56,6,Zanne et al 2009,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMO4,,"Oak, chestnut",Quercus,prinus,832,,3,58,3 – 58,synonym,,,0.57,,,decid,WG_75,forest,WG_75
SMS,,,,Fagaceae,QUPU80,QUPU80,,Quercus,pumila,,,,,,,,no,,,,decid,www.efloras.org ,woodland,http://usnvc.org/explore-classification/
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QURU,,"Oak, red northern",Quercus,rubra,833,,3,73,3 – 73,,,,0.56,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUSH,,Shumard's oak,Quercus,shumardii,,,,,,SM. Allomtery H10 assigned because it is deciduous (FNA).,,,0.644,29,Zanne et al 2009,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUERC,,Oaks,Quercus,sp.,800,,3,73,3 – 73,"SR -This allometry assignment would be highly dependent on where the oak occurs and whether it is evergreen, deciduous, or scrub oak",,,0.59,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUST,,"Oak, post",Quercus,stellata,835,,3,53,3 – 53,,,,0.6,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUVE,,"Oak, black",Quercus,velutina,837,,3,89,3 – 89,,,,0.56,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUVI,,Live oak,Quercus,virginiana,,,,,,SM. Allomtery H11 assigned because it is subevergreen (FNA).,,,0.8,6,Zanne et al 2009; Assigned first value. ,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUWI2,,"Oak, evergreen spp. (**Oak, interior live)",Quercus,wislizeni,850,,9,74,9 – 74,"assumes drc, may require dbh to drc conversion",,,0.58,,,,,woodland,WG_75
SMS,H7,,,Rubiaceae,RAAC,RAAC,,Randia,aculeata,,,,,,,,,0.668,,Zanne et al 2009; average of 2 records in Americas,,,,
SMS,H7,,,Rubiaceae,RAPO2,RAPO2,,Randia,portoricensis,,,,,,,,,0.668,Average of 2 records in Americas in Zanne et al 2009,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rhamnaceae,RHDA,,Dahurian buckthorn,Rhamnus,davurica,,,,,,SM,Introduced,,0.551,33,Zanne et al 2009,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,RHMA4,,Great laurel,Rhododendron,maximum,,,,,,SM. Allometry assigned based on family.,,,0.5,118,Zanne et al 2009,,,,
SMS,,,,Rosaceae,RHSC3,RHSC3,,Rhodotypos,scandens,,,,,,,,,,,,,,forest,USDA plants range distribution
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHCO,,,Rhus,copallinum,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHGL,,,Rhus,glabra,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,,,
WG_75,H9,hardwood,"Fabaceae/Juglandaceae, other",Fabaceae,ROPS,,"Locust, black",Robinia,pseudoacacia,901,,4,42,4 – 42,,,,0.66,,,,,forest,WG_75
SMS,H7,,,Rubiaceae,ROIN4,ROIN4,,Rondeletia,inermis,,,,,,,,,0.5,13651,Zanne et al 2009; used value for Rondeletia galeottii which is only species,,,,
SMS,,,,Rosaceae,ROAR3,ROAR3,,Rosa,arkansana,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROGY,ROGY,,Rosa,gymnocarpa,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROMU,ROMU,,Rosa,multiflora,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAL,RUAL,,Rubus,allegheniensis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAR9,RUAR9,,Rubus,armeniacus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUHA,RUHA,,Rubus,hawaiensis,,,,,,,,,0.35,13668,Zanne et al 2009; used value for Rubus alceifolius which is only species,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RULA,RULA,,Rubus,laciniatus,,,,,,,,,,,,,,forest,USDA plants range distribution
SMS,,,,Rosaceae,RULE,RULE,,Rubus,leucodermis,,,,,,,,,,,,,,forest,calflora.org
SMS,,,,Rosaceae,RUOC,RUOC,,Rubus,occidentalis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUOK,RUOK,,Rubus,oklahomus,,,,,,,,,,,,,,woodland,https://biosurvey.ou.edu/shrub/rubu-okl.htm  
SMS,,,,Rosaceae,RUPA,RUPA,,Rubus,parviflorus,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPE3,RUPE3,,Rubus,pensilvanicus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPH,RUPH,,Rubus,phoenicolasius,,,,,,,,,,,,,,forest,5 of 6 associations forested in http://usnvc.org/explore-classification/ 
SMS,,,,Rosaceae,RUBUS,RUBUS,,Rubus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUSP,RUSP,,Rubus,spectabilis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,H7,,,Blechnaceae,SACY3,SACY3,,Sadleria,cyatheoides,,,,,,,,,0.5,,Asner et al 2011 FEE - default value,,,,
SMS,,,,Salicaceae,SAAL,SAAL,,Salix,alaxensis,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SAAL2,,"Willow, white",Salix,alba,927,,3,4,3 – 4,,,,0.36,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SABE2,,"Willow, Bebb",Salix,bebbiana,,,,,,"SR- SPG not known, allometry chosen based on other Salix spp.",,,0.375,,Zanne et al 2009; average of the 2 other North American species,,,,
SMS,,,,Salicaceae,SACA4,SACA4,,Salix,candida,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
SMS,,,,Salicaceae,SAGL,SAGL,,Salix,glauca,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
SMS,,,,Salicaceae,SAMY,SAMY,,Salix,myrtillifolia,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SANI,,Black willow,Salix,nigra,,,,,,SM,,,0.36,6,Zanne et al 2009,,,,
SMS,,,,Salicaceae,SAPE5,SAPE5,,Salix,petiolaris,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
SMS,,,,Salicaceae,SAPU15,SAPU15,,Salix,pulchra,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
SMS,,,,Salicaceae,SARI4,SARI4,,Salix,richardsonii,,,,,,,,yes,0.375,,Zanne et al 2009; average of 2 NA species,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SASC,,,Salix,scouleriana,,,,,,SR - SPG not known; allometry chosen based on specific gravity to be 0.36. Used this general assumption.,,,0.375,,"Zanne et al 2009; average of the 2 other North American species (alternatively Jenkins, Chojnacky 2004 reporting Salix spp specic gravity to be 0.36)",,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SALIX,,Willow,Salix,sp.,920,,3,23,3 – 23,,,,0.36,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Lauraceae,SAAL5,,Sassafras,Sassafras,albidum,931,,3,15,3 – 15,,,,0.42,,,,,,
WG_75,,,,Fabaceae,SESI3,,Siamese cassia,Senna,siamea,,,,,,SM,Puerto Rico Only,,0.65,204,"Zanne et al 2009; Assigned South America value vs South-East Asia values, Ref 204",,,woodland,
WG_75,C4,conifer,Cupressaceae 0.30 – 0.39 spg,Cupressaceae,SEGI2,,"Sequoia, giant",Sequoiadendron,giganteum,212,,,,97-614,,,,0.34,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Sapotaceae,SILA20,,,Sideroxylon,lanuginosum,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,,,
WG_75,,,,Sapotaceae,SIOB,,Breakbill,Sideroxylon,obovatum,,,,,,SM,Puerto Rico Only,,0.86,44,Zanne et al 2009,,,,
WG_75,,,,Sapotaceae,SISA6,,White bully,Sideroxylon,salicifolium,,,,,,SM,Tropical,,0.86,118,"Zanne et al 2009; Assigned North America value, Ref 118.",,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,SOAM3,,"Sorbus, mtn. ash",Sorbus,americana,935,,7,26,7 – 26,,,,0.6,,,,,forest,WG_75
SMS,,,,Rosaceae,SORBU,SORBU,,Sorbus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPALL,SPALL,,Spiraea,alba,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPDOD,SPDOD,,Spiraea,douglasii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPST3,SPST3,,Spiraea,stevenii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
WG_75,,,,Epacridaceae,STTA,,,Styphelia,tameiameiae,,,,,,SR- SPG not known,Hawaii,,0.5,,Asner et al 2011 FEE - default value,,,,
WG_75,,,,Meliaceae,SWMA2,,West indian mahogany,Swietenia,mahagoni,,,,,,SM,Tropical,,0.75,111,"Zanne et al 2009; Assigned Central America value vs South-East Asia value, Ref 111.",,,,
WG_75,,,,Bignoniaceae,TAHE,,White cedar,Tabebuia,heterophylla,,,,,,SM,Tropical,,0.58,141,Zanne et al 2009; There are 3 spg values from the Global wood density database for this species.,,,,
WG_75,C5,conifer,Cupressaceae >= 0.40 spg,Cupressaceae,TADI2,,Bald cypress,Taxodium,distichum,,,,,,SM. Allometry assigned using SPG.,,,0.42,7,Zanne et al 2009,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,TABR2,,"Yew, Pacific",Taxus,brevifolia,,,,,,Chojnacky et. al suggest using PSME for taxus spp.  SR- spg from Zanne et al. Global wood density database. ,,,0.6,,Zanne et al 2009,,,forest,WG_75
WG_75,,,,Rutaceae,TEDA,,,Tetradium,daniellii,,,,,,SR- SPG not known; non-native,non-native,,,,,,,,
SMS,H7,,,Sapindaceae,THSTP,THSTP,,Thouinia,striata,,,,,,,,,0.9,15594,Zanne et al 2009,,,,
WG_75,C3,conifer,Cupressaceae < 0.30 spg,Cupressaceae,THOC2,,"Cedar, northern white",Thuja,occidentalis,241,,3,66,3 – 66,,,,0.29,,,,,forest,WG_75
WG_75,C4,conifer,Cupressaceae 0.30 – 0.39 spg,Cupressaceae,THPL,,"Cedar, western red",Thuja,plicata,242,,3,69,3 – 169,,,,0.31,,,,,forest,WG_75
