compiled_by,allometry_ID_manual,group,subgroup,Family,taxonID,acceptedTaxonID,Common name,genus,specificEpithet,FIA Species Code,spg_gcm3,minDiameter,maxDiameter,dbh range (cm),Taxon ID Notes,Zanne et al Reference Number,Initials and References Used and Other Notes,Excluding Factor,density_source,need_density,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIMO3,,"Pine, western white",Pinus,monticola,119,0.36,4,15,4 – 115,,,,,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIPA2,,"Pine, longleaf",Pinus,palustris,121,0.54,15,48,15– 48,,,,,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIPO,,"Pine, ponderosa",Pinus,ponderosa,122,0.38,3,18,3 – 118,,,,,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIPOS,,"Pine, ponderosa",Pinus,ponderosa,122,0.38,3,18,3 – 118,,,,,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIPU5,,Table Mountain pine,Pinus,pungens,,0.49,,,,,7,"AQ, spg added from Zanne et al. Global wood density database. Allometry assigned using SPG.",,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIRE,,"Pine, red",Pinus,resinosa,125,0.41,3,55,3 – 55,,,,,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIRI,,"Pine, pitch",Pinus,rigida,126,0.47,3,31,3 – 31,,,,,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PISA2,,"Pine, California foothill",Pinus,sabiniana,,0.433,,,,,,SR- spg not known,,average of 20 NA species in Zanne et al 2009,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PINACE,,"Pine, ponderosa- lodgepole-sugar",Pinus,sp.,100,0.37,16,80,16– 80,,,,,,,,,,
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PINUS,,"Pine, ponderosa- lodgepole-sugar",Pinus,sp.,100,0.37,16,80,16– 80,,,,,,,,,forest,WG_75
WG_75,C9,conifer,Pinus < 0.45 spg,Pinaceae,PIST,,"Pine, eastern white",Pinus,strobus,129,0.34,3,69,3 – 69,,,,,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PITA,,"Pine, loblolly",Pinus,taeda,131,0.47,3,56,3 – 56,,,,,,,,,forest,WG_75
WG_75,C10,conifer,Pinus >= 0.45 spg,Pinaceae,PIVI2,,Virginia pine,Pinus,virginiana ,,0.45,,,,,7,"AQ, spg added from Zanne et al. Global wood density database. Allometry assigned using SPG.",,,,,,forest,WG_75
WG_75,,,,Nyctaginaceae,PIAL3,,,Pisonia,albida,,0.344,,,,,,SR - SPG not known; Puerto Rico,Puerto Rico,Zanne et al – average of 9 other Pisonia species,,,,,
WG_75,H9,hardwood,"Fabaceae/Juglandaceae, other",Fabaceae,PIDU,,Monkeypod,Pithecellobium,dulce,,0.64,,,,,26,"AQ, spg added from Zanne et al. Global wood density database. 6 spg values, value closest to average assigned. Allometry assigned based on distribution. Could also be W2.",Introduced,,,,,forest,WG_75
SMS,H9,,,Fabaceae,PIUN,PIUN,,Pithecellobium,unguis-cati,,,,,,,,,,,no,,,forest,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Platanaceae,PLOC,,Sycamore,Platanus,occidentalis,731,0.46,3,50,3 – 50,,,,,,,,,,
SMS,H7,,,Apocynaceae,PLAL,PLAL,,Plumeria,alba,,0.8,,,,,12348,,,Zanne et al 2009,,,,,
SMS,H9,,,Fabaceae,POFL20,POFL20,,Poitea,florida,,,,,,,,,,,no,,,forest,http://usnvc.org/explore-classification/
SMS,H9,,,Fabaceae,POPA34,POPA34,,Poitea,paucifolia,,,,,,,,,,,no,,,forest,http://usnvc.org/explore-classification/
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POBA2,,"Populus, balasm poplar",Populus,balsamifera,741,0.31,3,53,3 – 53,,,,,,,,,,
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POBAT,,"Populus, black Cottonwood",Populus,balsamifera. ssp. trichocarpa,747,0.31,5,32,5 – 32,,,,,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,PODE3,,"Populus, cottonwood eastern",Populus,deltoides,742,0.37,3,7,3–27,,,,,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,POGR4,,"Populus, aspen bigtooth",Populus,grandidentata,743,0.36,3,5,3–55,,,,,,,,,,
WG_75,H17,hardwood,Salicaceae < 0.35 spg,Salicaceae,POPUL,,"Populus, cottonwood",Populus,sp.,740,0.34,3,40,3 – 40,,,,,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,POTR5,,"Populus, aspen quaking",Populus,tremuloides,746,0.35,3,0,3–70,,,,,,,,,,
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PRGL2,,Honey mesquite,Prosopis,glandulosa,,0.705,,,,,6,SM - spg added from Zanne et al. Global wood density database. Assigned North American value SR- allometry assigned based on multiple stem growth form and desert distribution. Could also be H9,,,,,,woodland,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PROSO,,Mesquite,Prosopis,sp.,755,0.78,3,60,3 – 60,,,,,,,,,woodland,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,PRVE,,,Prosopis,velutina,,,,,,,,"SR - SPG not specifically known, but suggest using the PROSO value. Woodland allometry based on dryland distribution",,,,,,woodland,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAM,,,Prunus,americana,,0.47,,,,,,"SR - SPG from Jenkins, Chojnacky, et al 2004; allometry assigned based on Rosaceae",,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAN3,,,Prunus,angustifolia,,,,,,,,SR - SPG not known,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRAV,,Sweet cherry ,Prunus,avium,,0.474,,,,,28,"AQ, spg added from Zanne et al. Global wood density database. ",Introduced,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PREM,,,Prunus,emarginata,,0.47,,,,,,"SR - SPG from Jenkins, Chojnacky, et al 2004; this paper indicates this could be covered under woodland allometry W2",,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRME,,,Prunus,mexicana,,,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRPE2,,"Cherry, pin",Prunus,pensylvanica,761,0.36,3,42,3 – 42,,118,SM - spg added from Zanne et al. Global wood density database,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRPEP,,Pin cherry,Prunus,pensylvanica var. pensylvanica,,0.36,3,42,3 – 42,,118,SM - spg added from Zanne et al. Global wood density database,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRSE2,,"Cherry, black",Prunus,serotina,762,0.47,3,50,3 – 50,,6,SM - spg added from Zanne et al. Global wood density database,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRSES,,Black cherry,Prunus,serotina var. serotina,,0.47,3,50,3 – 50,,6,SM - spg added from Zanne et al. Global wood density database,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRUNU,,,Prunus,sp.,,0.47,,,,,,"SR- spg from Jenkins, Chojnacky, et al 2004; allometry assigned based on Family",,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRUM,,,Prunus,umbellata,,,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PRVI,,"Cherry, Chokecherry",Prunus,virginiana,763,0.47,3,15,3 – 15,,,,,,,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,PSME,,Douglas-fir,Pseudotsuga,menziesii,202,0.45,3,15,3 – 215,,,,,,,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,PSMEM,,Douglas-fir,Pseudotsuga,menziesii var. menziesii,202,0.45,3,15,3 – 215,,,,,,,,,forest,WG_75
WG_75,W2,woodland,Fabaceae/Rosaceae,Rosaceae,PUST,,,Purshia,stansburiana,,,,,,,,SR- SPG not known; W2 chosen due to distribution in arid regions and similarity of growth form to Cercocarpus spp.,,,,,,woodland,WG_75
SMS,,,,Rosaceae,PUTR2,PUTR2,,Purshia,tridentata,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PYCA80,,Callery pear,Pyrus,calleryana,,,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,Introduced,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,PYRUS,,,Pyrus,sp.,,,,,,,,SR - SPG not known; allometry assigned based on Rosaceae,,,,,,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUHE,,Bartram oak,Quercus,× heterophylla,,0.56,,,,,6,"BS, spg for this hybrid's parents (Q. phellos x rubra) added from Zanne et al. Global wood density database. ",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUAL,,"Oak, white",Quercus,alba,802,0.6,3,74,3 – 74,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUCH,,Chapman oak,Quercus,chapmanii,,0.78,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Deciduous or subevergreen (FNA), could also fit H11 category.",,,,decid,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUCH2,,"Oak, evergreen spp. (**Oak, canyon live)",Quercus,chrysolepis,850,0.58,9,74,9 – 74,,,"assumes drc, may require dbh to drc conversion",,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUCO2,,"Oak, scarlet",Quercus,coccinea,806,0.6,3,56,3 – 56,,,,,,,decid,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUDO,,"Oak, blue",Quercus,douglasii,807,0.59,15,50,15 – 50,,,,,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUEL,,"Oak, pin",Quercus,ellipsoidalis,809,0.59,3,50,3 – 50,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUFA,,"Oak, red southern",Quercus,falcata,812,0.52,3,56,3 – 56,,,,,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUFU,,,Quercus,fusiformis,,,,,,,,"SR - SPG not known; allometry based on evergreen character, slight chance it could fit under W3",,,,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUGA,,"Oak, Gambel",Quercus,gambelii,814,0.61,3,32,3 – 32,,,,,,,,,woodland,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUGE2,,sand live oak,Quercus,geminata,,0.872,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Subevergreen (FNA).",,,,ever,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUHE2,,Darlington oak,Quercus,hemisphaerica,,0.69,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Allometry H11 assigned because it is evergreen or tardily deciduous (FNA), could also fit H10 category.",,,,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUHY,,"Oak, silverleaf",Quercus,hypoleucoides,843,0.59,4,37,4 – 37,,,,,,,,,woodland,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUIN,,bluejack oak,Quercus,incana,,0.71,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Allometry H10 assigned because it is deciduous (FNA).",,,,decid,WG_75,forest,WG_75
SMS,,,,Fagaceae,QUIN7,QUIN7,,Quercus,inopina,,,,,,,,,,,no,ever,www.efloras.org ,woodland,http://usnvc.org/explore-classification/
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUKE,,"Oak, California black",Quercus,kelloggii,812,0.51,3,56,3 – 56,,,kj assigned,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULA,,,Quercus,laceyi,,,,,,,,"SR - SPG not known; allometry assigned based on deciduous phenology, remote chance this could fit under W3 as well",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULA2,,turkey oak,Quercus,laevis,,0.639,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Allometry H10 assigned because it is deciduous (FNA).",,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QULA3,,"Oak, laurel",Quercus,laurifolia,820,0.56,3,44,3 – 44,,,,,,,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QULY,,overcup oak,Quercus,lyrata,,0.57,,,,,6,"BS, spg added from Zanne et al. Global wood density database. Allometry H10 assigned because it is deciduous (FNA).",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA2,,"Oak, bur",Quercus,macrocarpa,823,0.58,6,25,6 – 25,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA13,,"Oak, sand post",Quercus,margaretta,,,,,,syn QUMA6,,kj assigned based on synonomy with Q. steallata varieties,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMA3,,"Oak, blackjack",Quercus,marilandica,,0.56,,,,,,"kj assigned; SR- spg from Jenkins, Chojnacky et al 2004",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMI,,swamp chestnut oak,Quercus,michauxii ,,0.6,,,,,6,"BS, spg added from Zanne et al. Global wood density database. Randomly chose one of two spg values. Allometry H10 assigned because it is deciduous (FNA).",,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUMI2,,"Oak, dwarf live",Quercus,minima,841,0.59,3,3,3 – 3,,,,,,,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMU,,,Quercus,muehlenbergii,,0.6,,,,,,"SR - SPG from Jenkins, Chojnacky, et al 2004; allometry based on deciduous phenology",,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUMY,,myrtle oak,Quercus,myrtifolia,,0.807,,,,,29,"BS, spg added from Zanne et al. Global wood density database. Allometry H11 assigned because it is evergreen (FNA).",,,,ever,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUNI,,"Oak, water",Quercus,nigra,827,0.56,3,51,3 – 51,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUPA5,,cherrybark oak,Quercus,pagoda,,0.61,,,,,6,"BS, spg for Quercus falcata var. pagodifolia from Alden, H. 1995. Hardwoods of North America. United States Department of Agriculture, Forest Service, Forest Products Laboratory. Gen. Tech. Report FPL-GTR-83. 136 pp. https://www.fpl.fs.fed.us/documnts/fplgtr/fplgtr83.pdf. Allometry H10 assigned becauase it is deciduous (FNA).",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUPH,,Willow oak,Quercus,phellos,,0.56,,,,,6,SM - spg added from Zanne et al. Global wood density database. Allometry H10 assigned because it is deciduous (FNA).,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUMO4,,"Oak, chestnut",Quercus,prinus,832,0.57,3,58,3 – 58,,,synonym,,,,decid,WG_75,forest,WG_75
SMS,,,,Fagaceae,QUPU80,QUPU80,,Quercus,pumila,,,,,,,,,,,no,decid,www.efloras.org ,woodland,http://usnvc.org/explore-classification/
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QURU,,"Oak, red northern",Quercus,rubra,833,0.56,3,73,3 – 73,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUSH,,Shumard's oak,Quercus,shumardii,,0.644,,,,,29,SM - spg added from Zanne et al. Global wood density database. Allomtery H10 assigned because it is deciduous (FNA).,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUERC,,Oaks,Quercus,sp.,800,0.59,3,73,3 – 73,,,"SR -This allometry assignment would be highly dependent on where the oak occurs and whether it is evergreen, deciduous, or scrub oak",,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUST,,"Oak, post",Quercus,stellata,835,0.6,3,53,3 – 53,,,,,,,decid,WG_75,forest,WG_75
WG_75,H10,hardwood,"Fagaceae, deciduous",Fagaceae,QUVE,,"Oak, black",Quercus,velutina,837,0.56,3,89,3 – 89,,,,,,,decid,WG_75,forest,WG_75
WG_75,H11,hardwood,"Fagaceae, evergreen",Fagaceae,QUVI,,Live oak,Quercus,virginiana,,0.8,,,,,6,SM - spg added from Zanne et al. Global wood density database. Assigned first value. Allomtery H11 assigned because it is subevergreen (FNA).,,,,ever,WG_75,forest,WG_75
WG_75,W3,woodland,Fagaceae,Fagaceae,QUWI2,,"Oak, evergreen spp. (**Oak, interior live)",Quercus,wislizeni,850,0.58,9,74,9 – 74,,,"assumes drc, may require dbh to drc conversion",,,,,,woodland,WG_75
SMS,H7,,,Rubiaceae,RAAC,RAAC,,Randia,aculeata,,0.668,,,,,Average of 2 records in Americas in Zanne et al 2009,,,,,,,,
SMS,H7,,,Rubiaceae,RAPO2,RAPO2,,Randia,portoricensis,,0.668,,,,,Average of 2 records in Americas in Zanne et al 2009,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rhamnaceae,RHDA,,Dahurian buckthorn,Rhamnus,davurica,,0.551,,,,,33,SM - spg added from Zanne et al. Global wood density database,Introduced,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,RHMA4,,Great laurel,Rhododendron,maximum,,0.5,,,,,118,SM - spg added from Zanne et al. Global wood density database. Allometry assigned based on family.,,,,,,,
SMS,,,,Rosaceae,RHSC3,RHSC3,,Rhodotypos,scandens,,,,,,,,,,,,,,forest,USDA plants range distribution
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHCO,,,Rhus,copallinum,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHGL,,,Rhus,glabra,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H9,hardwood,"Fabaceae/Juglandaceae, other",Fabaceae,ROPS,,"Locust, black",Robinia,pseudoacacia,901,0.66,4,42,4 – 42,,,,,,,,,forest,WG_75
SMS,H7,,,Rubiaceae,ROIN4,ROIN4,,Rondeletia,inermis,,0.5,,,,,13651,,,Used value for Rondeletia galeottii which is only species in Zanne et al 2009,,,,,
SMS,,,,Rosaceae,ROAR3,ROAR3,,Rosa,arkansana,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROGY,ROGY,,Rosa,gymnocarpa,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROMU,ROMU,,Rosa,multiflora,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAL,RUAL,,Rubus,allegheniensis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAR9,RUAR9,,Rubus,armeniacus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUHA,RUHA,,Rubus,hawaiensis,,0.35,,,,,13668,,,Used value for Rubus alceifolius which is only species in Zanne et al 2009,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RULA,RULA,,Rubus,laciniatus,,,,,,,,,,,,,,forest,USDA plants range distribution
SMS,,,,Rosaceae,RULE,RULE,,Rubus,leucodermis,,,,,,,,,,,,,,forest,calflora.org
SMS,,,,Rosaceae,RUOC,RUOC,,Rubus,occidentalis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUOK,RUOK,,Rubus,oklahomus,,,,,,,,,,,,,,woodland,https://biosurvey.ou.edu/shrub/rubu-okl.htm  
SMS,,,,Rosaceae,RUPA,RUPA,,Rubus,parviflorus,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPE3,RUPE3,,Rubus,pensilvanicus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPH,RUPH,,Rubus,phoenicolasius,,,,,,,,,,,,,,forest,5 of 6 associations forested in http://usnvc.org/explore-classification/ 
SMS,,,,Rosaceae,RUBUS,RUBUS,,Rubus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUSP,RUSP,,Rubus,spectabilis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,H7,,,Blechnaceae,SACY3,SACY3,,Sadleria,cyatheoides,,0.5,,,,,,,,Asner et al 2011 FEE – default value,,,,,
SMS,,,,Salicaceae,SAAL,SAAL,,Salix,alaxensis,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SAAL2,,"Willow, white",Salix,alba,927,0.36,3,4,3 – 4,,,,,,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SABE2,,"Willow, Bebb",Salix,bebbiana,,0.375,,,,,,"SR- SPG not known, allometry chosen based on other Salix spp.",,Zanne et al – average of the 2 other North American species,,,,,
SMS,,,,Salicaceae,SACA4,SACA4,,Salix,candida,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAGL,SAGL,,Salix,glauca,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAMY,SAMY,,Salix,myrtillifolia,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SANI,,Black willow,Salix,nigra,,0.36,,,,,6,SM - spg added from Zanne et al. Global wood density database,,,,,,,
SMS,,,,Salicaceae,SAPE5,SAPE5,,Salix,petiolaris,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAPU15,SAPU15,,Salix,pulchra,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SARI4,SARI4,,Salix,richardsonii,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SASC,,,Salix,scouleriana,,0.375,,,,,,"SR - SPG not known; allometry chosen based on Jenkins, Chojnacky 2004 reporting Salix spp specic gravity to be 0.36. Used this general assumption.",,Zanne et al – average of the 2 other North American species,,,,,
WG_75,H18,hardwood,Salicaceae >= 0.35 spg,Salicaceae,SALIX,,Willow,Salix,sp.,920,0.36,3,23,3 – 23,,,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Lauraceae,SAAL5,,Sassafras,Sassafras,albidum,931,0.42,3,15,3 – 15,,,,,,,,,,
WG_75,,,,Fabaceae,SESI3,,Siamese cassia,Senna,siamea,,0.65,,,,,204,"SM - spg added from Zanne et al. Global wood density database. Assigned South America value vs South-East Asia values, Ref 204",Puerto Rico Only,,,,,woodland,
WG_75,C4,conifer,Cupressaceae 0.30 – 0.39 spg,Cupressaceae,SEGI2,,"Sequoia, giant",Sequoiadendron,giganteum,212,0.34,,,97-614,,,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Sapotaceae,SILA20,,,Sideroxylon,lanuginosum,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,,,,Sapotaceae,SIOB,,Breakbill,Sideroxylon,obovatum,,0.86,,,,,44,SM - spg added from Zanne et al. Global wood density database,Puerto Rico Only,,,,,,
WG_75,,,,Sapotaceae,SISA6,,White bully,Sideroxylon,salicifolium,,0.86,,,,,118,"SM - spg added from Zanne et al. Global wood density database. Assigned North America value, Ref 118.",Tropical,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rosaceae,SOAM3,,"Sorbus, mtn. ash",Sorbus,americana,935,0.6,7,26,7 – 26,,,,,,,,,forest,WG_75
SMS,,,,Rosaceae,SORBU,SORBU,,Sorbus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPALL,SPALL,,Spiraea,alba,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPDOD,SPDOD,,Spiraea,douglasii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPST3,SPST3,,Spiraea,stevenii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
WG_75,,,,Epacridaceae,STTA,,,Styphelia,tameiameiae,,0.5,,,,,,SR- SPG not known,Hawaii,Asner et al 2011 FEE – default value,,,,,
