"uid","domainID","siteID","plotID","subplotID","divDataType","targetTaxaPresent","otherVariablesPresent","taxonID","acceptedTaxonID","identificationQualifier","taxonIDRemarks","morphospeciesID","otherVariables","percentCover","heightPlantOver300cm","heightPlantSpecies","boutNumber","date","samplingProtocol","identificationReferences","measuredBy","recordedBy","enteredBy","remarks","individualID"
"0128E37389E74D97A7A45F177986F035",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","15",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"70AB6879E53448F298D22135C67E4BF9",NA,"UNDE","UNDE_007","32.2.1","plantSpecies","Y",NA,"FRNI","FRNI",NA,NA,NA,NA,"0.5","N","12","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"A2BB6A2D76E8436AAD90FEBD8DC9F6B3",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","2",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"252C7C0291BD452A89A11B90E4FA7D85",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"rock","0.5",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"310B60C8AE33492980C8AE25D8D39D4F",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"55E44E0077C34B3A89C092C4450A34BC",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","60",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"95F00C6903754C2F8977D5CB70F87A17",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","1",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"DF44D42C941645AB90852B639ACF6226",NA,"UNDE","UNDE_007","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","75",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"3AFE8BA3DBB94864AFCFDCD24C91F2A3",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"COCA13","COCA13",NA,NA,NA,NA,"10","N","15","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"4AAE105DA5F3416D946DD7D154919D1D",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"2","N","13","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"C158B313DB014CB198258D52B08CFEF9",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"MACA4","MACA4",NA,NA,NA,NA,"1","N","7","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"3EA2B778F7D44DC7B91095DC1E17D98F",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"ACSA3","ACSA3",NA,NA,NA,NA,"2","N","26","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"14F3AC37DF944FE5A328D86A88A1ED50",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"FRNI","FRNI",NA,NA,NA,NA,"0.5","N","31","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"4ECA9A677AA74590B3AFABBE02810444",NA,"UNDE","UNDE_007","32.4.1","plantSpecies","Y",NA,"HIERA","HIERA",NA,NA,NA,NA,"0.5","N","7","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"CF87C8AAF6F34145BE16FB162462BDC0",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"POACEA","POACEA",NA,NA,NA,NA,"0.5","N","52","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"AA0B715E7A25401E9E6B86A3F114E90C",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"AMELA","AMELA",NA,NA,NA,NA,"1","N","45","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"DAD5926F17AF4EE09790126CC571AA3B",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"ACRU","ACRU",NA,NA,NA,NA,"2","N","13","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"8DDA344E683F43F5B66836295A11133F",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"CAPR9","CAPR9",NA,NA,NA,NA,"0.5","N","9","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"4E410566D36740B79515810A93118904",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","1",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"91FF3F3D12BC4E1790145F4D82453917",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"1","N","8","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"EB2B34836C994CC68962FC62D8452058",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"MACA4","MACA4",NA,NA,NA,NA,"0.5","N","4","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"7BCB9C5CB378474BBF91F89936949028",NA,"UNDE","UNDE_007","31.4.1","plantSpecies","Y",NA,"BRAR9","BRAR9","cf. species",NA,NA,NA,"1","N","29","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"88CE809D310F4F938E20FDE8A5226FA0",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"A61250466BE34F7985C6BF71F69618B5",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","97",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"17B45ADE43DE40DE92EFD1F95E08B368",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","0.5",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"4DB0CC56A4954CCBBC95CB07AB5C06EE",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"rock","0.5",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"88F96B7FBA1A493AAE5C02AD5992E45B",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","80",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"FC8A1782B9964D56861CBA5C108A25CA",NA,"UNDE","UNDE_007","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","1",NA,NA,"1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"14B29F885F9148809E815633093DA6DB",NA,"UNDE","UNDE_007","32.2.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"0.5","N","11","1","""2015-06-17""",NA,NA,"ameade@field-ops.org","pagosti@field-ops.org","radams@field-ops.org",NA,NA
"A7FD4C88A9FC4638987D0E268A4A01B3",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","2",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"916B86D12FDB47E3A93D29D16C550176",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"lichen","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"44B7A9A5FCDD464D921A6C4F4A852467",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","3",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"B58B696A69844C358B3F6C706BC14CD6",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","50",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"7B7DEAA5BF79455B87ED41DD8B197E1F",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"GLST","GLST","cf. genus",NA,NA,NA,"3","N","49","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"050FD19610B6488880DC164E541783F0",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"GAAS2","GAAS2",NA,NA,NA,NA,"0.5","N","16","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"7D5B1987990847CBBE3F83BC8F40FE4F",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"FRNI","FRNI",NA,NA,NA,NA,"3","N","59","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"03A31C57AAD440B28503FD910FCC4B4C",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","3",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"23B05F453A114971A8D2220237E2D6B7",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"2EFB4F64DAA54FABB74887E5F9150CC1",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"DRCA11","DRCA11",NA,NA,NA,NA,"3","N","35","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"1AC798AEBB2846B0AAE14F35AF824822",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"CAREX","CAREX",NA,NA,NA,NA,"3","N","45","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"4EBA4F4AE540403A85223753D639DC4C",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"EQSY","EQSY",NA,NA,NA,NA,"0.5","N","20","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"7DBA51D9C64A4500B8F58E4BC78F497B",NA,"UNDE","UNDE_010","32.4.1","plantSpecies","Y",NA,"CAIN12","CAIN12",NA,NA,NA,NA,"0.5","N","31","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"CE3DC31ACD7C45D18454ADB6FD2E3C8B",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"2F84A1014D4F490098860F491A8CF9E3",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"4E0E5BC54BB64C189148D1B4897B4399",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","70",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"92581E36590E4A1E9D5008F6106522EA",NA,"UNDE","UNDE_010","32.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","2",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"3E3ECE2710EA407291F1BF6F352FFAE8",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","2",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"01BD94CCEB7745F48990ACE7DA5EF324",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","95",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"84B819FF5B07492C8394DAE70DDFBCCB",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"746D14F4EE1B421C83D1323942EBD8C9",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"4A081061727F44629BC3951126185669",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0C3390CEAD1F4D7F9563F724D1294443",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","93",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"B4794411F0954DA8A8DAE35EB692824D",NA,"UNDE","UNDE_010","31.4.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"0.5","N","3","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"86BAD0EE18924EE6833E60218D075AA5",NA,"UNDE","UNDE_010","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","2",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"F5C38160CB7949878EC176008D0CD8D0",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"RUPU","RUPU",NA,NA,NA,NA,"0.5","N","9","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"BA17F9DD57A94FCDA02A90CDF8C3D944",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"FRNI","FRNI",NA,NA,NA,NA,"1","N","10","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"FF049C9B6D544BE9A1130BF40911AECC",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"MACA4","MACA4",NA,NA,NA,NA,"2","N","4","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"D8680F6063624FECB6BF230CBF0ECA63",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"23","N","125","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"1D66542C66BD482194CCE75C8DDA709D",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"ACRU","ACRU",NA,NA,NA,NA,"3","N","26","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0FCB8E5CE40A4E06BA8EFE5EF51E33AC",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"SCUTE","SCUTE","cf. genus",NA,NA,NA,"4","N","15","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"D541BEB6D220491686F3F2D345AC9990",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0CB64865A37B4A078D7768DEABE4C4B5",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","75",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"F33646A3343E41989D23E66F47A7B476",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","8",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"B02C1D58F89D4E48A5179D68CD1D082A",NA,"UNDE","UNDE_010","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"43C62BEF4CF2462FB5A2810C74923476",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"MATR4","MATR4",NA,NA,NA,NA,"1","N","5","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"27770A80ED554FBA9079348E040B0758",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"CADE9","CADE9",NA,NA,NA,NA,"5","N","23","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"954172C0FAFE42649821D8E1EA7C1CDC",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"ILMU","ILMU",NA,NA,NA,NA,"1","N","26","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"28CD31270E074E09AE85D3F0855DFD54",NA,"UNDE","UNDE_010","32.2.1","plantSpecies","Y",NA,"RUCR","RUCR","cf. genus",NA,NA,NA,"0.5","N","5","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"9C01444B10F841B7B022C2C9FBEC16FD",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"COCA13","COCA13",NA,NA,NA,NA,"0.5","N","9","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"9573563F510C48D9B76B662AC11DD154",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"ACRU","ACRU",NA,NA,NA,NA,"1","N","16","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0573B68B77E144C4BBD5CDAA50A38300",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"OSCI","OSCI",NA,NA,NA,NA,"8","N","52","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"EF292F46FC694769842D4660765A00CA",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"RUBUS","RUBUS",NA,NA,NA,NA,"3","N","13","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"8AB596784A5D45BEBBB0B616DD26AC13",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"1","N","6","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"13C3ADD6FA8C42DEA806631F9DC0FC8E",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"FRNI","FRNI",NA,NA,NA,NA,"0.5","N","7","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"9003EC6A093C40EA8E6A824463A9C256",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"EQSY","EQSY",NA,NA,NA,NA,"0.5","N","8","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"C7C51DAE83624D508552C45969C7C46E",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"CADI6","CADI6","cf. species",NA,NA,NA,"2","N","16","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"BF106CE737D74275B09A2B46168D354F",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","10",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"30114B2AFE044196BFA3CC69E45E74F2",NA,"UNDE","UNDE_010","31.1.1","plantSpecies","Y",NA,"MATR4","MATR4",NA,NA,NA,NA,"1","N","6","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"C8495CA6421C43C5916460B03A57098D",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","1",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0E8E57891CC148E09486EDEE5E35DCB0",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","80",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"823C6AB89B8C498CBA23F43746F47C5B",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","8",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"4BD82D462F784B2AA469DE363BD06918",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","1",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"54CD4B2F753249B580EB475977BDE85A",NA,"UNDE","UNDE_010","31.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","81",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"EB8777302C434C5CAA89EEBA6316D0BD",NA,"UNDE","UNDE_010","31.4.1","plantSpecies","Y",NA,"COTR2","COTR2",NA,NA,NA,NA,"1","N","2","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"A5757497E5D84E08B8048AA2496456F2",NA,"UNDE","UNDE_010","31.4.1","plantSpecies","Y",NA,"FRNI","FRNI","cf. species",NA,NA,NA,"0.5","N","6","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"5D6AC384E5234E4BBAC777D35986BF4C",NA,"UNDE","UNDE_010","31.4.1","plantSpecies","Y",NA,"ACRU","ACRU",NA,NA,NA,NA,"2","N","30","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"956538C8605441F595399044BBC95E89",NA,"UNDE","UNDE_010","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","90",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"1310F00FA31047B1972F352C4D6F3B3B",NA,"UNDE","UNDE_010","41.4.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"0.5","Y",NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"AD2A344447A0492895D80FC27AD6F583",NA,"UNDE","UNDE_010","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","3",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"48406F1E29654E8CB502E9FB14C2ABE2",NA,"UNDE","UNDE_010","41.4.1","plantSpecies","Y",NA,"MACA4","MACA4",NA,NA,NA,NA,"0.5","N","3","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"5C6E8D7B187944F79A96AE45C5D053A7",NA,"UNDE","UNDE_010","41.4.1","plantSpecies","Y",NA,"CAREX","CAREX",NA,NA,NA,NA,"0.5","N","6","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"65E07A3E1D3147E1B37FC6F22F611C01",NA,"UNDE","UNDE_010","41.4.1","plantSpecies","Y",NA,"ACSA3","ACSA3",NA,NA,NA,NA,"1","N","23","1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"074DF5B8A02844878DF2E9317A112487",NA,"UNDE","UNDE_010","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"lichen","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
"0FA044D9A18642D3B602B8055C0D4075",NA,"UNDE","UNDE_010","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-30""",NA,NA,"radams@field-ops.org","ameade@field-ops.org","bgorzek@field-ops.org",NA,NA
