"plotID","lidsAngle1","lidsAngle2","lidsAngle3","siteID","lidsConcat"
"PUUM_050",230,350,110,"PUUM","230|350|110"
"RMNP_001",290,50,170,"RMNP","290|50|170"
"RMNP_002",50,170,290,"RMNP","50|170|290"
"RMNP_003",250,10,130,"RMNP","250|10|130"
"RMNP_004",350,110,230,"RMNP","350|110|230"
"RMNP_005",140,260,20,"RMNP","140|260|20"
"RMNP_006",120,240,0,"RMNP","120|240|0"
"RMNP_007",0,120,240,"RMNP","0|120|240"
"RMNP_008",330,90,210,"RMNP","330|90|210"
"RMNP_009",300,60,180,"RMNP","300|60|180"
"RMNP_010",0,120,240,"RMNP","0|120|240"
"RMNP_011",330,90,210,"RMNP","330|90|210"
"RMNP_012",300,60,180,"RMNP","300|60|180"
"RMNP_013",290,50,170,"RMNP","290|50|170"
"RMNP_014",20,140,260,"RMNP","20|140|260"
"RMNP_015",230,350,110,"RMNP","230|350|110"
"RMNP_016",0,120,240,"RMNP","0|120|240"
"RMNP_017",10,130,250,"RMNP","10|130|250"
"RMNP_018",210,330,90,"RMNP","210|330|90"
"RMNP_019",0,120,240,"RMNP","0|120|240"
"RMNP_020",10,130,250,"RMNP","10|130|250"
"RMNP_041",80,200,320,"RMNP","80|200|320"
"RMNP_042",0,120,240,"RMNP","0|120|240"
"RMNP_043",90,210,330,"RMNP","90|210|330"
"RMNP_044",100,220,340,"RMNP","100|220|340"
"RMNP_045",160,280,40,"RMNP","160|280|40"
"RMNP_046",80,200,320,"RMNP","80|200|320"
"RMNP_047",120,240,0,"RMNP","120|240|0"
"RMNP_048",90,210,330,"RMNP","90|210|330"
"RMNP_049",320,80,200,"RMNP","320|80|200"
"SCBI_002",160,280,40,"SCBI","160|280|40"
"SCBI_003",310,70,190,"SCBI","310|70|190"
"SCBI_004",230,350,110,"SCBI","230|350|110"
"SCBI_005",30,150,270,"SCBI","30|150|270"
"SCBI_006",100,220,340,"SCBI","100|220|340"
"SCBI_007",230,350,110,"SCBI","230|350|110"
"SCBI_008",120,240,0,"SCBI","120|240|0"
"SCBI_010",230,350,110,"SCBI","230|350|110"
"SCBI_011",120,240,0,"SCBI","120|240|0"
"SCBI_012",270,30,150,"SCBI","270|30|150"
"SCBI_013",160,280,40,"SCBI","160|280|40"
"SCBI_014",0,120,240,"SCBI","0|120|240"
"SCBI_015",30,150,270,"SCBI","30|150|270"
"SCBI_016",340,100,220,"SCBI","340|100|220"
"SCBI_017",50,170,290,"SCBI","50|170|290"
"SCBI_018",240,0,120,"SCBI","240|0|120"
"SCBI_033",130,250,10,"SCBI","130|250|10"
"SCBI_034",120,240,0,"SCBI","120|240|0"
"SCBI_035",200,320,80,"SCBI","200|320|80"
"SCBI_038",160,280,40,"SCBI","160|280|40"
"SCBI_045",220,340,100,"SCBI","220|340|100"
"SCBI_046",330,90,210,"SCBI","330|90|210"
"SCBI_047",110,230,350,"SCBI","110|230|350"
"SCBI_048",350,110,230,"SCBI","350|110|230"
"SCBI_049",280,40,160,"SCBI","280|40|160"
"SCBI_050",110,230,350,"SCBI","110|230|350"
"SCBI_051",350,110,230,"SCBI","350|110|230"
"SCBI_052",280,40,160,"SCBI","280|40|160"
"SCBI_053",240,0,120,"SCBI","240|0|120"
"SCBI_054",350,110,230,"SCBI","350|110|230"
"SCBI_055",260,20,140,"SCBI","260|20|140"
"SCBI_056",150,270,30,"SCBI","150|270|30"
"SCBI_057",30,150,270,"SCBI","30|150|270"
"SCBI_058",220,340,100,"SCBI","220|340|100"
"SCBI_061",220,340,100,"SCBI","220|340|100"
"SCBI_062",100,220,340,"SCBI","100|220|340"
"SCBI_063",90,210,330,"SCBI","90|210|330"
"SCBI_064",180,300,60,"SCBI","180|300|60"
"SCBI_066",250,10,130,"SCBI","250|10|130"
"SCBI_067",200,320,80,"SCBI","200|320|80"
"SERC_001",140,260,20,"SERC","140|260|20"
"SERC_002",210,330,90,"SERC","210|330|90"
"SERC_003",170,290,50,"SERC","170|290|50"
"SERC_004",80,200,320,"SERC","80|200|320"
"SERC_005",20,140,260,"SERC","20|140|260"
"SERC_006",60,180,300,"SERC","60|180|300"
"SERC_007",340,100,220,"SERC","340|100|220"
"SERC_008",240,0,120,"SERC","240|0|120"
"SERC_009",100,220,340,"SERC","100|220|340"
"SERC_010",340,100,220,"SERC","340|100|220"
"SERC_011",240,0,120,"SERC","240|0|120"
"SERC_012",100,220,340,"SERC","100|220|340"
"SERC_013",20,140,260,"SERC","20|140|260"
"SERC_014",310,70,190,"SERC","310|70|190"
"SERC_016",310,70,190,"SERC","310|70|190"
"SERC_017",230,350,110,"SERC","230|350|110"
"SERC_018",140,260,20,"SERC","140|260|20"
"SERC_019",350,110,230,"SERC","350|110|230"
"SERC_021",140,260,20,"SERC","140|260|20"
"SERC_022",350,110,230,"SERC","350|110|230"
"SERC_043",190,310,70,"SERC","190|310|70"
"SERC_044",270,30,150,"SERC","270|30|150"
"SERC_045",300,60,180,"SERC","300|60|180"
"SERC_047",130,250,10,"SERC","130|250|10"
"SERC_048",190,310,70,"SERC","190|310|70"
"SERC_049",210,330,90,"SERC","210|330|90"
"SERC_050",130,250,10,"SERC","130|250|10"
"SERC_051",190,310,70,"SERC","190|310|70"
"SERC_052",210,330,90,"SERC","210|330|90"
"SERC_053",220,340,100,"SERC","220|340|100"
"SERC_054",260,20,140,"SERC","260|20|140"
"SERC_055",90,210,330,"SERC","90|210|330"
"SERC_056",340,100,220,"SERC","340|100|220"
"SERC_057",300,60,180,"SERC","300|60|180"
"SERC_058",140,260,20,"SERC","140|260|20"
"SERC_059",180,300,60,"SERC","180|300|60"
"SERC_060",300,60,180,"SERC","300|60|180"
"SERC_061",140,260,20,"SERC","140|260|20"
"SERC_062",180,300,60,"SERC","180|300|60"
"SERC_067",50,170,290,"SERC","50|170|290"
"SJER_001",260,20,140,"SJER","260|20|140"
"SJER_002",320,80,200,"SJER","320|80|200"
"SJER_003",210,330,90,"SJER","210|330|90"
"SJER_004",150,270,30,"SJER","150|270|30"
"SJER_005",230,350,110,"SJER","230|350|110"
"SJER_006",310,70,190,"SJER","310|70|190"
"SJER_007",30,150,270,"SJER","30|150|270"
"SJER_008",340,100,220,"SJER","340|100|220"
"SJER_009",250,10,130,"SJER","250|10|130"
"SJER_010",30,150,270,"SJER","30|150|270"
"SJER_012",250,10,130,"SJER","250|10|130"
"SJER_014",180,300,60,"SJER","180|300|60"
"SJER_015",180,300,60,"SJER","180|300|60"
"SJER_016",340,100,220,"SJER","340|100|220"
"SJER_019",250,10,130,"SJER","250|10|130"
"SJER_020",350,110,230,"SJER","350|110|230"
"SJER_021",100,220,340,"SJER","100|220|340"
"SJER_022",250,10,130,"SJER","250|10|130"
"SJER_025",30,150,270,"SJER","30|150|270"
"SJER_026",60,180,300,"SJER","60|180|300"
"SJER_045",200,320,80,"SJER","200|320|80"
"SJER_046",260,20,140,"SJER","260|20|140"
"SJER_047",190,310,70,"SJER","190|310|70"
"SJER_048",350,110,230,"SJER","350|110|230"
"SJER_049",50,170,290,"SJER","50|170|290"
"SJER_050",190,310,70,"SJER","190|310|70"
"SJER_051",350,110,230,"SJER","350|110|230"
"SJER_052",50,170,290,"SJER","50|170|290"
"SJER_053",40,160,280,"SJER","40|160|280"
"SJER_054",20,140,260,"SJER","20|140|260"
"SJER_055",20,140,260,"SJER","20|140|260"
"SJER_056",180,300,60,"SJER","180|300|60"
"SJER_057",130,250,10,"SJER","130|250|10"
"SJER_058",270,30,150,"SJER","270|30|150"
"SJER_059",70,190,310,"SJER","70|190|310"
"SJER_060",130,250,10,"SJER","130|250|10"
"SJER_061",270,30,150,"SJER","270|30|150"
"SJER_062",70,190,310,"SJER","70|190|310"
"SJER_063",110,230,350,"SJER","110|230|350"
"SJER_064",70,190,310,"SJER","70|190|310"
"SOAP_001",170,290,50,"SOAP","170|290|50"
"SOAP_002",150,270,30,"SOAP","150|270|30"
"SOAP_003",340,100,220,"SOAP","340|100|220"
"SOAP_004",90,210,330,"SOAP","90|210|330"
"SOAP_005",140,260,20,"SOAP","140|260|20"
"SOAP_006",120,240,0,"SOAP","120|240|0"
"SOAP_007",190,310,70,"SOAP","190|310|70"
"SOAP_008",140,260,20,"SOAP","140|260|20"
"SOAP_009",160,280,40,"SOAP","160|280|40"
"SOAP_010",190,310,70,"SOAP","190|310|70"
"SOAP_011",140,260,20,"SOAP","140|260|20"
"SOAP_012",160,280,40,"SOAP","160|280|40"
"SOAP_013",320,80,200,"SOAP","320|80|200"
"SOAP_015",210,330,90,"SOAP","210|330|90"
"SOAP_016",90,210,330,"SOAP","90|210|330"
"SOAP_017",220,340,100,"SOAP","220|340|100"
"SOAP_018",290,50,170,"SOAP","290|50|170"
"SOAP_019",30,150,270,"SOAP","30|150|270"
"SOAP_020",220,340,100,"SOAP","220|340|100"
"SOAP_021",290,50,170,"SOAP","290|50|170"
"SOAP_031",190,310,70,"SOAP","190|310|70"
"SOAP_043",90,210,330,"SOAP","90|210|330"
"SOAP_044",350,110,230,"SOAP","350|110|230"
"SOAP_045",60,180,300,"SOAP","60|180|300"
"SOAP_046",270,30,150,"SOAP","270|30|150"
"SOAP_047",170,290,50,"SOAP","170|290|50"
"SOAP_048",230,350,110,"SOAP","230|350|110"
"SOAP_049",260,20,140,"SOAP","260|20|140"
"SOAP_050",170,290,50,"SOAP","170|290|50"
"SOAP_051",230,350,110,"SOAP","230|350|110"
"SOAP_052",260,20,140,"SOAP","260|20|140"
"SOAP_053",120,240,0,"SOAP","120|240|0"
"SOAP_054",140,260,20,"SOAP","140|260|20"
"SOAP_055",90,210,330,"SOAP","90|210|330"
"SOAP_056",310,70,190,"SOAP","310|70|190"
"SOAP_057",250,10,130,"SOAP","250|10|130"
"SOAP_058",250,10,130,"SOAP","250|10|130"
"SOAP_059",350,110,230,"SOAP","350|110|230"
"SOAP_060",250,10,130,"SOAP","250|10|130"
"SOAP_061",250,10,130,"SOAP","250|10|130"
"SRER_001",260,20,140,"SRER","260|20|140"
"SRER_002",200,320,80,"SRER","200|320|80"
"SRER_003",110,230,350,"SRER","110|230|350"
"SRER_004",340,100,220,"SRER","340|100|220"
"SRER_005",270,30,150,"SRER","270|30|150"
"SRER_006",240,0,120,"SRER","240|0|120"
"SRER_007",40,160,280,"SRER","40|160|280"
"SRER_008",50,170,290,"SRER","50|170|290"
"SRER_009",110,230,350,"SRER","110|230|350"
"SRER_010",40,160,280,"SRER","40|160|280"
"SRER_011",50,170,290,"SRER","50|170|290"
"SRER_012",110,230,350,"SRER","110|230|350"
"SRER_013",150,270,30,"SRER","150|270|30"
"SRER_014",30,150,270,"SRER","30|150|270"
"SRER_015",320,80,200,"SRER","320|80|200"
"SRER_016",290,50,170,"SRER","290|50|170"
"SRER_017",350,110,230,"SRER","350|110|230"
"SRER_018",0,120,240,"SRER","0|120|240"
"SRER_019",230,350,110,"SRER","230|350|110"
"SRER_020",350,110,230,"SRER","350|110|230"
"SRER_042",200,320,80,"SRER","200|320|80"
"SRER_043",220,340,100,"SRER","220|340|100"
"SRER_044",310,70,190,"SRER","310|70|190"
"SRER_045",70,190,310,"SRER","70|190|310"
"SRER_046",270,30,150,"SRER","270|30|150"
"SRER_047",320,80,200,"SRER","320|80|200"
"SRER_048",160,280,40,"SRER","160|280|40"
"SRER_049",220,340,100,"SRER","220|340|100"
"SRER_050",320,80,200,"SRER","320|80|200"
"SRER_051",160,280,40,"SRER","160|280|40"
"SRER_052",220,340,100,"SRER","220|340|100"
"SRER_053",250,10,130,"SRER","250|10|130"
"SRER_054",260,20,140,"SRER","260|20|140"
"SRER_055",270,30,150,"SRER","270|30|150"
"SRER_056",240,0,120,"SRER","240|0|120"
"SRER_057",120,240,0,"SRER","120|240|0"
"SRER_058",310,70,190,"SRER","310|70|190"
"SRER_059",280,40,160,"SRER","280|40|160"
"STEI_001",190,310,70,"STEI","190|310|70"
"STEI_002",80,200,320,"STEI","80|200|320"
"STEI_003",140,260,20,"STEI","140|260|20"
"STEI_004",30,150,270,"STEI","30|150|270"
"STEI_005",70,190,310,"STEI","70|190|310"
"STEI_006",150,270,30,"STEI","150|270|30"
"STEI_007",270,30,150,"STEI","270|30|150"
"STEI_008",310,70,190,"STEI","310|70|190"
"STEI_009",160,280,40,"STEI","160|280|40"
"STEI_010",270,30,150,"STEI","270|30|150"
"STEI_011",310,70,190,"STEI","310|70|190"
"STEI_012",160,280,40,"STEI","160|280|40"
"STEI_013",270,30,150,"STEI","270|30|150"
"STEI_014",330,90,210,"STEI","330|90|210"
"STEI_015",80,200,320,"STEI","80|200|320"
"STEI_016",40,160,280,"STEI","40|160|280"
"STEI_017",240,0,120,"STEI","240|0|120"
"STEI_019",300,60,180,"STEI","300|60|180"
"STEI_021",280,40,160,"STEI","280|40|160"
"STEI_022",300,60,180,"STEI","300|60|180"
"STEI_046",300,60,180,"STEI","300|60|180"
"STEI_047",80,200,320,"STEI","80|200|320"
"STEI_048",50,170,290,"STEI","50|170|290"
"STEI_049",200,320,80,"STEI","200|320|80"
"STEI_050",80,200,320,"STEI","80|200|320"
"STEI_051",50,170,290,"STEI","50|170|290"
"STEI_052",200,320,80,"STEI","200|320|80"
"STEI_053",190,310,70,"STEI","190|310|70"
"STEI_054",280,40,160,"STEI","280|40|160"
"STEI_055",210,330,90,"STEI","210|330|90"
"STEI_056",340,100,220,"STEI","340|100|220"
"STEI_057",30,150,270,"STEI","30|150|270"
"STEI_058",200,320,80,"STEI","200|320|80"
"STEI_059",80,200,320,"STEI","80|200|320"
"STEI_060",30,150,270,"STEI","30|150|270"
"STEI_061",200,320,80,"STEI","200|320|80"
"STEI_062",80,200,320,"STEI","80|200|320"
"STER_005",0,120,240,"STER","0|120|240"
"STER_006",330,90,210,"STER","330|90|210"
"STER_018",90,210,330,"STER","90|210|330"
"STER_026",40,160,280,"STER","40|160|280"
"STER_027",350,110,230,"STER","350|110|230"
"STER_028",320,80,200,"STER","320|80|200"
"STER_029",0,120,240,"STER","0|120|240"
"STER_031",320,80,200,"STER","320|80|200"
"STER_032",0,120,240,"STER","0|120|240"
"STER_033",290,50,170,"STER","290|50|170"
"STER_034",250,10,130,"STER","250|10|130"
"STER_035",270,30,150,"STER","270|30|150"
"STER_007",210,330,90,"STER","210|330|90"
"STER_008",0,120,240,"STER","0|120|240"
"STER_009",0,120,240,"STER","0|120|240"
"STER_010",210,330,90,"STER","210|330|90"
"STER_011",0,120,240,"STER","0|120|240"
"STER_012",0,120,240,"STER","0|120|240"
"STER_013",40,160,280,"STER","40|160|280"
"STER_014",160,280,40,"STER","160|280|40"
"STER_015",300,60,180,"STER","300|60|180"
"STER_016",200,320,80,"STER","200|320|80"
"TALL_001",60,180,300,"TALL","60|180|300"
"TALL_002",20,140,260,"TALL","20|140|260"
"TALL_003",310,70,190,"TALL","310|70|190"
"TALL_004",120,240,0,"TALL","120|240|0"
"TALL_005",90,210,330,"TALL","90|210|330"
"TALL_006",40,160,280,"TALL","40|160|280"
"TALL_007",80,200,320,"TALL","80|200|320"
"TALL_008",250,10,130,"TALL","250|10|130"
"TALL_009",220,340,100,"TALL","220|340|100"
"TALL_010",80,200,320,"TALL","80|200|320"
"TALL_011",250,10,130,"TALL","250|10|130"
"TALL_012",220,340,100,"TALL","220|340|100"
"TALL_013",160,280,40,"TALL","160|280|40"
"TALL_015",250,10,130,"TALL","250|10|130"
"TALL_016",230,350,110,"TALL","230|350|110"
"TALL_017",60,180,300,"TALL","60|180|300"
"TALL_018",130,250,10,"TALL","130|250|10"
"TALL_020",60,180,300,"TALL","60|180|300"
"TALL_022",270,30,150,"TALL","270|30|150"
"TALL_025",320,80,200,"TALL","320|80|200"
"TALL_042",260,20,140,"TALL","260|20|140"
"TALL_043",90,210,330,"TALL","90|210|330"
"TALL_044",210,330,90,"TALL","210|330|90"
"TALL_045",310,70,190,"TALL","310|70|190"
"TALL_046",130,250,10,"TALL","130|250|10"
"TALL_047",50,170,290,"TALL","50|170|290"
"TALL_048",80,200,320,"TALL","80|200|320"
"TALL_049",20,140,260,"TALL","20|140|260"
"TALL_050",50,170,290,"TALL","50|170|290"
"TALL_051",80,200,320,"TALL","80|200|320"
"TALL_052",20,140,260,"TALL","20|140|260"
"TALL_053",300,60,180,"TALL","300|60|180"
"TALL_054",70,190,310,"TALL","70|190|310"
"TALL_055",230,350,110,"TALL","230|350|110"
"TALL_056",50,170,290,"TALL","50|170|290"
"TALL_057",150,270,30,"TALL","150|270|30"
"TALL_058",230,350,110,"TALL","230|350|110"
"TALL_059",40,160,280,"TALL","40|160|280"
"TALL_060",150,270,30,"TALL","150|270|30"
"TALL_061",230,350,110,"TALL","230|350|110"
"TEAK_001",50,170,290,"TEAK","50|170|290"
"TEAK_002",160,280,40,"TEAK","160|280|40"
"TEAK_003",140,260,20,"TEAK","140|260|20"
"TEAK_004",130,250,10,"TEAK","130|250|10"
"TEAK_005",200,320,80,"TEAK","200|320|80"
"TEAK_006",90,210,330,"TEAK","90|210|330"
"TEAK_007",290,50,170,"TEAK","290|50|170"
"TEAK_008",270,30,150,"TEAK","270|30|150"
"TEAK_009",210,330,90,"TEAK","210|330|90"
"TEAK_010",290,50,170,"TEAK","290|50|170"
"TEAK_011",270,30,150,"TEAK","270|30|150"
"TEAK_012",210,330,90,"TEAK","210|330|90"
"TEAK_013",140,260,20,"TEAK","140|260|20"
"TEAK_014",70,190,310,"TEAK","70|190|310"
"TEAK_015",310,70,190,"TEAK","310|70|190"
"TEAK_016",90,210,330,"TEAK","90|210|330"
"TEAK_017",270,30,150,"TEAK","270|30|150"
"TEAK_018",170,290,50,"TEAK","170|290|50"
"TEAK_019",180,300,60,"TEAK","180|300|60"
"TEAK_024",70,190,310,"TEAK","70|190|310"
"TEAK_043",100,220,340,"TEAK","100|220|340"
"TEAK_044",40,160,280,"TEAK","40|160|280"
"TEAK_045",200,320,80,"TEAK","200|320|80"
"TEAK_046",300,60,180,"TEAK","300|60|180"
"TEAK_047",50,170,290,"TEAK","50|170|290"
"TEAK_048",290,50,170,"TEAK","290|50|170"
"TEAK_049",290,50,170,"TEAK","290|50|170"
"TEAK_050",50,170,290,"TEAK","50|170|290"
"TEAK_051",290,50,170,"TEAK","290|50|170"
"TEAK_052",290,50,170,"TEAK","290|50|170"
"TEAK_053",270,30,150,"TEAK","270|30|150"
"TEAK_054",110,230,350,"TEAK","110|230|350"
"TEAK_055",230,350,110,"TEAK","230|350|110"
"TEAK_056",260,20,140,"TEAK","260|20|140"
"TEAK_057",160,280,40,"TEAK","160|280|40"
"TEAK_058",40,160,280,"TEAK","40|160|280"
"TEAK_059",340,100,220,"TEAK","340|100|220"
"TEAK_060",160,280,40,"TEAK","160|280|40"
"TEAK_061",40,160,280,"TEAK","40|160|280"
"TEAK_062",340,100,220,"TEAK","340|100|220"
"TREE_001",130,250,10,"TREE","130|250|10"
"TREE_002",270,30,150,"TREE","270|30|150"
"TREE_003",50,170,290,"TREE","50|170|290"
"TREE_004",180,300,60,"TREE","180|300|60"
"TREE_005",50,170,290,"TREE","50|170|290"
"TREE_006",300,60,180,"TREE","300|60|180"
"TREE_007",20,140,260,"TREE","20|140|260"
"TREE_008",100,220,340,"TREE","100|220|340"
"TREE_009",110,230,350,"TREE","110|230|350"
"TREE_010",20,140,260,"TREE","20|140|260"
"TREE_011",100,220,340,"TREE","100|220|340"
"TREE_012",110,230,350,"TREE","110|230|350"
"TREE_014",100,220,340,"TREE","100|220|340"
"TREE_015",60,180,300,"TREE","60|180|300"
"TREE_016",240,0,120,"TREE","240|0|120"
"TREE_017",50,170,290,"TREE","50|170|290"
"TREE_018",40,160,280,"TREE","40|160|280"
"TREE_019",150,270,30,"TREE","150|270|30"
"TREE_023",160,280,40,"TREE","160|280|40"
"TREE_060",220,340,100,"TREE","220|340|100"
"TREE_025",10,130,250,"TREE","10|130|250"
"TREE_039",100,220,340,"TREE","100|220|340"
"TREE_040",310,70,190,"TREE","310|70|190"
"TREE_041",40,160,280,"TREE","40|160|280"
"TREE_042",100,220,340,"TREE","100|220|340"
"TREE_043",240,0,120,"TREE","240|0|120"
"TREE_044",290,50,170,"TREE","290|50|170"
"TREE_045",100,220,340,"TREE","100|220|340"
"TREE_046",150,270,30,"TREE","150|270|30"
"TREE_047",290,50,170,"TREE","290|50|170"
"TREE_048",310,70,190,"TREE","310|70|190"
"TREE_049",40,160,280,"TREE","40|160|280"
"TREE_050",290,50,170,"TREE","290|50|170"
"TREE_051",310,70,190,"TREE","310|70|190"
"TREE_052",40,160,280,"TREE","40|160|280"
"TREE_053",330,90,210,"TREE","330|90|210"
"TREE_054",270,30,150,"TREE","270|30|150"
"TREE_055",320,80,200,"TREE","320|80|200"
"TREE_056",80,200,320,"TREE","80|200|320"
"TREE_057",220,340,100,"TREE","220|340|100"
"UKFS_001",350,110,230,"UKFS","350|110|230"
"UKFS_002",120,240,0,"UKFS","120|240|0"
"UKFS_003",220,340,100,"UKFS","220|340|100"
"UKFS_004",180,300,60,"UKFS","180|300|60"
"UKFS_005",0,120,240,"UKFS","0|120|240"
"UKFS_006",70,190,310,"UKFS","70|190|310"
"UKFS_007",270,30,150,"UKFS","270|30|150"
"UKFS_008",160,280,40,"UKFS","160|280|40"
"UKFS_009",100,220,340,"UKFS","100|220|340"
"UKFS_010",270,30,150,"UKFS","270|30|150"
"UKFS_011",160,280,40,"UKFS","160|280|40"
"UKFS_012",100,220,340,"UKFS","100|220|340"
"UKFS_013",60,180,300,"UKFS","60|180|300"
"UKFS_014",30,150,270,"UKFS","30|150|270"
"UKFS_015",210,330,90,"UKFS","210|330|90"
"UKFS_016",110,230,350,"UKFS","110|230|350"
"UKFS_017",110,230,350,"UKFS","110|230|350"
"UKFS_018",280,40,160,"UKFS","280|40|160"
"UKFS_019",0,120,240,"UKFS","0|120|240"
"UKFS_025",30,150,270,"UKFS","30|150|270"
"UKFS_031",190,310,70,"UKFS","190|310|70"
"UKFS_032",170,290,50,"UKFS","170|290|50"
"UKFS_043",40,160,280,"UKFS","40|160|280"
"UKFS_044",300,60,180,"UKFS","300|60|180"
"UKFS_045",30,150,270,"UKFS","30|150|270"
"UKFS_046",310,70,190,"UKFS","310|70|190"
"UKFS_047",100,220,340,"UKFS","100|220|340"
"UKFS_048",130,250,10,"UKFS","130|250|10"
"UKFS_049",70,190,310,"UKFS","70|190|310"
"UKFS_050",100,220,340,"UKFS","100|220|340"
"UKFS_051",130,250,10,"UKFS","130|250|10"
"UKFS_052",70,190,310,"UKFS","70|190|310"
"UKFS_053",350,110,230,"UKFS","350|110|230"
"UKFS_054",150,270,30,"UKFS","150|270|30"
"UKFS_055",300,60,180,"UKFS","300|60|180"
"UKFS_056",30,150,270,"UKFS","30|150|270"
"UKFS_057",250,10,130,"UKFS","250|10|130"
"UKFS_058",290,50,170,"UKFS","290|50|170"
"UKFS_059",20,140,260,"UKFS","20|140|260"
"UKFS_060",250,10,130,"UKFS","250|10|130"
"UNDE_001",290,50,170,"UNDE","290|50|170"
"UNDE_002",30,150,270,"UNDE","30|150|270"
"UNDE_003",250,10,130,"UNDE","250|10|130"
"UNDE_006",350,110,230,"UNDE","350|110|230"
"UNDE_007",120,240,0,"UNDE","120|240|0"
"UNDE_008",320,80,200,"UNDE","320|80|200"
"UNDE_010",120,240,0,"UNDE","120|240|0"
"UNDE_011",320,80,200,"UNDE","320|80|200"
"UNDE_012",280,40,160,"UNDE","280|40|160"
"UNDE_013",220,340,100,"UNDE","220|340|100"
"UNDE_014",60,180,300,"UNDE","60|180|300"
"UNDE_015",40,160,280,"UNDE","40|160|280"
"UNDE_016",20,140,260,"UNDE","20|140|260"
"UNDE_017",10,130,250,"UNDE","10|130|250"
"UNDE_018",180,300,60,"UNDE","180|300|60"
"UNDE_019",60,180,300,"UNDE","60|180|300"
"UNDE_020",10,130,250,"UNDE","10|130|250"
"UNDE_027",200,320,80,"UNDE","200|320|80"
"UNDE_032",80,200,320,"UNDE","80|200|320"
"UNDE_034",30,150,270,"UNDE","30|150|270"
"UNDE_037",330,90,210,"UNDE","330|90|210"
"UNDE_038",300,60,180,"UNDE","300|60|180"
"UNDE_043",200,320,80,"UNDE","200|320|80"
"UNDE_044",210,330,90,"UNDE","210|330|90"
"UNDE_045",190,310,70,"UNDE","190|310|70"
"UNDE_047",30,150,270,"UNDE","30|150|270"
"UNDE_048",310,70,190,"UNDE","310|70|190"
"UNDE_049",0,120,240,"UNDE","0|120|240"
"UNDE_050",30,150,270,"UNDE","30|150|270"
"UNDE_052",0,120,240,"UNDE","0|120|240"
"UNDE_054",70,190,310,"UNDE","70|190|310"
"UNDE_055",230,350,110,"UNDE","230|350|110"
"UNDE_056",340,100,220,"UNDE","340|100|220"
"UNDE_057",120,240,0,"UNDE","120|240|0"
"UNDE_058",310,70,190,"UNDE","310|70|190"
"UNDE_059",130,250,10,"UNDE","130|250|10"
"UNDE_060",120,240,0,"UNDE","120|240|0"
"UNDE_061",310,70,190,"UNDE","310|70|190"
"UNDE_065",130,250,10,"UNDE","130|250|10"
"UNDE_078",210,330,90,"UNDE","210|330|90"
"WREF_001",180,300,60,"WREF","180|300|60"
"WREF_002",110,230,350,"WREF","110|230|350"
"WREF_003",320,80,200,"WREF","320|80|200"
"WREF_004",300,60,180,"WREF","300|60|180"
"WREF_005",80,200,320,"WREF","80|200|320"
"WREF_006",90,210,330,"WREF","90|210|330"
"WREF_007",110,230,350,"WREF","110|230|350"
"WREF_008",200,320,80,"WREF","200|320|80"
"WREF_009",210,330,90,"WREF","210|330|90"
"WREF_010",110,230,350,"WREF","110|230|350"
"WREF_011",200,320,80,"WREF","200|320|80"
"WREF_012",210,330,90,"WREF","210|330|90"
"WREF_013",250,10,130,"WREF","250|10|130"
"WREF_014",30,150,270,"WREF","30|150|270"
"WREF_015",0,120,240,"WREF","0|120|240"
"WREF_016",280,40,160,"WREF","280|40|160"
"WREF_017",240,0,120,"WREF","240|0|120"
"WREF_018",0,120,240,"WREF","0|120|240"
"WREF_019",80,200,320,"WREF","80|200|320"
"WREF_020",240,0,120,"WREF","240|0|120"
"WREF_070",70,190,310,"WREF","70|190|310"
"WREF_071",40,160,280,"WREF","40|160|280"
"WREF_072",260,20,140,"WREF","260|20|140"
"WREF_073",90,210,330,"WREF","90|210|330"
"WREF_074",100,220,340,"WREF","100|220|340"
"WREF_075",160,280,40,"WREF","160|280|40"
"WREF_076",40,160,280,"WREF","40|160|280"
"WREF_077",20,140,260,"WREF","20|140|260"
"WREF_078",350,110,230,"WREF","350|110|230"
"WREF_079",280,40,160,"WREF","280|40|160"
"WREF_080",20,140,260,"WREF","20|140|260"
"WREF_081",350,110,230,"WREF","350|110|230"
"WREF_082",280,40,160,"WREF","280|40|160"
"WREF_083",150,270,30,"WREF","150|270|30"
"WREF_084",120,240,0,"WREF","120|240|0"
"WREF_085",330,90,210,"WREF","330|90|210"
"WREF_086",0,120,240,"WREF","0|120|240"
"WREF_087",220,340,100,"WREF","220|340|100"
"WREF_088",210,330,90,"WREF","210|330|90"
"WREF_089",40,160,280,"WREF","40|160|280"
