"","siteID","measuredBy","plotID","boutNumber","recordedBy","date","subplot","taxonID","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","moss","photoID"
"1:1246","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.1.10","LOPR",NA,NA,NA,NA,NA,"",NA,NA
"1:1247","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.1.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:1248","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.1.10","SAGL",NA,NA,NA,NA,NA,"",NA,NA
"1:1249","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.1.10","TOCO",NA,NA,NA,NA,NA,"",NA,NA
"1:1250","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","BEOC2",NA,NA,NA,NA,NA,"",NA,NA
"1:1251","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","CHAN80",NA,NA,NA,NA,NA,"",NA,NA
"1:1252","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","DROC",NA,NA,NA,NA,NA,"",NA,NA
"1:1253","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:1254","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","POVI3",NA,NA,NA,NA,NA,"",NA,NA
"1:1255","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.100","SABE2",NA,NA,NA,NA,NA,"",NA,NA
"1:1256","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","BETUL",NA,NA,NA,NA,2,"BENA/BEGL",NA,NA
"1:1257","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","CABI5",NA,NA,NA,NA,3,"",NA,NA
"1:1258","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","CASTB3",NA,NA,NA,NA,0.5,"",NA,NA
"1:1259","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","LEPA11",NA,NA,NA,NA,1,"",NA,NA
"1:1260","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","PIGL",NA,NA,NA,NA,85,"",NA,NA
"1:1261","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:1262","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:1263","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.1","VAVI",NA,NA,NA,NA,4,"",NA,NA
"1:1264","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:1265","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.10","PEFR5",NA,NA,NA,NA,NA,"",NA,NA
"1:1266","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"40.3.10","SAPU15",NA,NA,NA,NA,NA,"",NA,NA
"1:1267","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","BETUL",NA,NA,NA,NA,5,"BENA/BEGL",NA,NA
"1:1268","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:1269","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:1270","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","LEPA11",NA,NA,NA,NA,16,"",NA,NA
"1:1271","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","PEFR5",NA,NA,NA,NA,0.5,"",NA,NA
"1:1272","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","POACEA",NA,NA,NA,NA,0.5,"",NA,NA
"1:1273","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","SAPU15",NA,NA,NA,NA,55,"",NA,NA
"1:1274","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","VAUL",NA,NA,NA,NA,22,"",NA,NA
"1:1275","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.1","VAVI",NA,NA,NA,NA,8,"",NA,NA
"1:1276","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.1.10","CAST36",NA,NA,NA,NA,NA,"",NA,NA
"1:1277","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.100","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:1278","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","APIACE",NA,NA,NA,NA,0.5,"",NA,NA
"1:1279","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","BETUL",NA,NA,NA,NA,0.5,"BENA/BEGL",NA,NA
"1:1280","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:1281","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","EMNI",NA,NA,NA,NA,4,"",NA,NA
"1:1282","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","LEPA11",NA,NA,NA,NA,2,"",NA,NA
"1:1283","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","PEFR5",NA,NA,NA,NA,4,"",NA,NA
"1:1284","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","PIGL",NA,NA,NA,NA,97,"",NA,NA
"1:1285","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","SAPU15",NA,NA,NA,NA,8,"",NA,NA
"1:1286","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","VAUL",NA,NA,NA,NA,13,"",NA,NA
"1:1287","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.1","VAVI",NA,NA,NA,NA,6,"",NA,NA
"1:1288","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.10","CASTB3",NA,NA,NA,NA,NA,"",NA,NA
"1:1289","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.10","LOPR",NA,NA,NA,NA,NA,"",NA,NA
"1:1290","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.10","POACEA",NA,NA,NA,NA,NA,"",NA,NA
"1:1291","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:1292","HEAL","KSCHRODER@NEONINC.ORG","HEAL_059","Characterization","MGRANDFIELD@FIELD-OPS.ORG",20150626,"41.4.10","SAGL",NA,NA,NA,NA,NA,"",NA,NA
"1:1293","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1294","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","BETUL",NA,NA,NA,NA,3,"BENA/BEGL",NA,NA
"1:1295","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","kschroder@neoninc.org",20150616,"31.1.1","CABI5",NA,NA,NA,NA,0.5,"",NA,NA
"1:1296","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","kschroder@neoninc.org",20150616,"31.1.1","EMNI",NA,NA,NA,NA,5,"",NA,NA
"1:1297","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","ERVA4",NA,NA,NA,NA,7,"",NA,NA
"1:1298","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","LEPA11",NA,NA,NA,NA,4,"",NA,NA
"1:1299","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","RUCH",NA,NA,NA,NA,3,"",NA,NA
"1:1300","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:1301","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.1.1","VAVI",NA,NA,NA,NA,2,"",NA,NA
"1:1302","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.100","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:1303","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.100","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1304","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1305","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","BETUL",NA,NA,NA,NA,1,"BENA/BEGL",NA,NA
"1:1306","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:1307","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","EMNI",NA,NA,NA,NA,6,"",NA,NA
"1:1308","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","ERVA4",NA,NA,NA,NA,2,"",NA,NA
"1:1309","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","LEPA11",NA,NA,NA,NA,4,"",NA,NA
"1:1310","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:1311","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"31.4.1","VAVI",NA,NA,NA,NA,2,"",NA,NA
"1:1312","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.100","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:1313","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.100","PIMA",NA,NA,NA,NA,NA,"",NA,NA
"1:1314","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1315","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","BETUL",NA,NA,NA,NA,1,"BENA/BEGL",NA,NA
"1:1316","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:1317","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","EMNI",NA,NA,NA,NA,3,"",NA,NA
"1:1318","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:1319","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","LEPA11",NA,NA,NA,NA,10,"",NA,NA
"1:1320","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:1321","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:1322","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.1","VAVI",NA,NA,NA,NA,5,"",NA,NA
"1:1323","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.2.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1324","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1325","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","BETUL",NA,NA,NA,NA,6,"BENA/BEGL",NA,NA
"1:1326","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:1327","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","EMNI",NA,NA,NA,NA,4,"",NA,NA
"1:1328","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:1329","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","LEPA11",NA,NA,NA,NA,6,"",NA,NA
"1:1330","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:1331","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:1332","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.1","VAVI",NA,NA,NA,NA,5,"",NA,NA
"1:1333","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.10","PIVI",NA,NA,NA,NA,NA,"",NA,NA
"1:1334","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"32.4.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1335","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1336","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:1337","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","EMNI",NA,NA,NA,NA,3,"",NA,NA
"1:1338","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:1339","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","LEPA11",NA,NA,NA,NA,5,"",NA,NA
"1:1340","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","PELA",NA,NA,NA,NA,0.5,"",NA,NA
"1:1341","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","RUCH",NA,NA,NA,NA,7,"",NA,NA
"1:1342","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","VAUL",NA,NA,NA,NA,0.5,"",NA,NA
"1:1343","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:1344","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:1345","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.1.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1346","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1347","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:1348","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","EMNI",NA,NA,NA,NA,5,"",NA,NA
"1:1349","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","LEPA11",NA,NA,NA,NA,1,"",NA,NA
"1:1350","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","PELA",NA,NA,NA,NA,0.5,"",NA,NA
"1:1351","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:1352","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","VAUL",NA,NA,NA,NA,2,"",NA,NA
"1:1353","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:1354","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:1355","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.10","ERVA4",NA,NA,NA,NA,NA,"",NA,NA
"1:1356","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"40.3.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1357","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","ANPO",NA,NA,NA,NA,1,"",NA,NA
"1:1358","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","BETUL",NA,NA,NA,NA,1,"BENA/BEGL",NA,NA
"1:1359","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:1360","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","EMNI",NA,NA,NA,NA,5,"",NA,NA
"1:1361","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:1362","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","LEPA11",NA,NA,NA,NA,3,"",NA,NA
"1:1363","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:1364","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:1365","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.1","VAVI",NA,NA,NA,NA,2,"",NA,NA
"1:1366","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.1.10","PIVI",NA,NA,NA,NA,NA,"",NA,NA
"1:1367","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:1368","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","BETUL",NA,NA,NA,NA,5,"BENA/BEGL",NA,NA
"1:1369","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","CABI5",NA,NA,NA,NA,0.5,"",NA,NA
"1:1370","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:1371","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:1372","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","LEPA11",NA,NA,NA,NA,6,"",NA,NA
"1:1373","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","RUCH",NA,NA,NA,NA,1,"",NA,NA
"1:1374","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:1375","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.1","VAVI",NA,NA,NA,NA,3,"",NA,NA
"1:1376","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_060","Characterization","KSCHRODER@NEONINC.ORG",20150616,"41.4.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:1377","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.1","BETUL",NA,NA,NA,NA,30,"BENA/BEGL",NA,NA
"1:1378","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.1","EMNI",NA,NA,NA,NA,1,"",NA,NA
"1:1379","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.1","LEPA11",NA,NA,NA,NA,14,"",NA,NA
"1:1380","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.1","VAUL",NA,NA,NA,NA,32,"",NA,NA
"1:1381","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.1","VAVI",NA,NA,NA,NA,2,"",NA,NA
"1:1382","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.10","CABI5",NA,NA,NA,NA,NA,"",NA,NA
"1:1383","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_061","Characterization","KSCHRODER@NEONINC.ORG",20150624,"31.1.10","POACEA",NA,NA,NA,NA,NA,"",NA,NA
