"","siteID","plotID","boutNumber","measuredBy","recordedBy","entered.by","date","subplot","taxonID","Check52","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","moss...cover","photoID","X"
"1:1547","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","ANPO",NA,"","","","",13,"",NA,NA,NA
"1:1548","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","CATE11",NA,"","","","",1,"",NA,NA,NA
"1:1549","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","RUCH",NA,"","","","",5,"",NA,NA,NA
"1:1550","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","VAVI",NA,"","","","",7,"",NA,NA,NA
"1:1551","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","BETUL",NA,"CS","","BENA/BEGL","",9,"",NA,NA,NA
"1:1552","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",1,"",NA,NA,NA
"1:1553","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.1","SAPU15",NA,"","","","",NA,"",NA,NA,NA
"1:1554","TOOL","TOOL_42696","CHARACTERIZATION","AGUTTING@FIELD-OPS.ORG;SROBERTS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"32.1","POBI5",NA,"","","","",NA,"",NA,NA,NA
"1:1555","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","ERVA5",NA,"","","","",40,"",NA,NA,NA
"1:1556","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","ANPO",NA,"","","","",15,"",NA,NA,NA
"1:1557","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","CATE11",NA,"","","","",1,"",NA,NA,NA
"1:1558","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","VAVI",NA,"","","","",14,"",NA,NA,NA
"1:1559","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","BETUL",NA,"CS","","BENA/BEGL","",12,"",NA,NA,NA
"1:1560","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",6,"",NA,NA,NA
"1:1561","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","RUCH",NA,"","","","",9,"",NA,NA,NA
"1:1562","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.1.1","PELA4",NA,"","","","",1,"",NA,NA,NA
"1:1563","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","ERVA5",NA,"","","","",10,"",NA,NA,NA
"1:1564","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","CAREX",NA,"CS","","CAPE8/CAME4","",3,"",NA,NA,NA
"1:1565","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","ANPO",NA,"","","","",9,"",NA,NA,NA
"1:1566","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","PELA4",NA,"","","","",4,"",NA,NA,NA
"1:1567","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","BETUL",NA,"CS","","BENA/BEGL","",12,"",NA,NA,NA
"1:1568","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","VAVI",NA,"","","","",22,"",NA,NA,NA
"1:1569","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:1570","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","VAUL",NA,"","","","",1,"",NA,NA,NA
"1:1571","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","RUCH",NA,"","","","",5,"",NA,NA,NA
"1:1572","TOOL","TOOL_42696","CHARACTERIZATION","MHARRIS@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"40.3.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:1573","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",7,"",NA,NA,NA
"1:1574","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","ERVA5",NA,"","","","",13,"",NA,NA,NA
"1:1575","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","ANPO",NA,"","","","",10,"",NA,NA,NA
"1:1576","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","RUCH",NA,"","","","",13,"",NA,NA,NA
"1:1577","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","VAVI",NA,"","","","",12,"",NA,NA,NA
"1:1578","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","PELA4",NA,"","","","",7,"",NA,NA,NA
"1:1579","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","BETUL",NA,"CS","","BENA/BEGL","",11,"",NA,NA,NA
"1:1580","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","CATE11",NA,"","","","",2,"",NA,NA,NA
"1:1581","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:1582","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","RUCH",NA,"","","","",7,"",NA,NA,NA
"1:1583","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","CATE11",NA,"","","","",1,"",NA,NA,NA
"1:1584","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","PELA4",NA,"","","","",1,"",NA,NA,NA
"1:1585","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","ANPO",NA,"","","","",23,"",NA,NA,NA
"1:1586","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","BETUL",NA,"CS","","BENA/BEGL","",16,"",NA,NA,NA
"1:1587","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","VAVI",NA,"","","","",7,"",NA,NA,NA
"1:1588","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","ERVA5",NA,"","","","",60,"",NA,NA,NA
"1:1589","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",1,"",NA,NA,NA
"1:1590","TOOL","TOOL_42696","CHARACTERIZATION","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG","SROBERTS@FIELD-OPS.ORG",20150718,"41.1","VAUL",NA,"","","","",NA,"",NA,NA,NA
"1:1591","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","SAPU15",NA,"","","","",5,"",NA,NA,NA
"1:1592","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","LEPAD",NA,"","","","",8,"",NA,NA,NA
"1:1593","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","ARAN5",NA,"","","","",0.5,"",NA,NA,NA
"1:1594","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","ANPO",NA,"","","","",0.5,"",NA,NA,NA
"1:1595","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","VAVI",NA,"","","","",6,"",NA,NA,NA
"1:1596","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","BETUL",NA,"CS","","BENA/BEGL","",20,"",NA,NA,NA
"1:1597","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",20,"",NA,NA,NA
"1:1598","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","CATE11",NA,"","","","",4,"",NA,NA,NA
"1:1599","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:1600","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","PELA14",NA,"","","","",0.5,"",NA,NA,NA
"1:1601","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1.1","RUCH",NA,"","","","",0.5,"",NA,NA,NA
"1:1602","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",45,"",NA,NA,NA
"1:1603","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","VAUL",NA,"","","","",6,"",NA,NA,NA
"1:1604","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","BETUL",NA,"CS","","BENA/BEGL","",12,"",NA,NA,NA
"1:1605","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","SAPU15",NA,"","","","",10,"",NA,NA,NA
"1:1606","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","PEFR5",NA,"","","","",3,"",NA,NA,NA
"1:1607","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:1608","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","VAVI",NA,"","","","",5,"",NA,NA,NA
"1:1609","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","LEPAD",NA,"","","","",2,"",NA,NA,NA
"1:1610","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:1611","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.4.1","BIVI2",NA,"","","","",0.5,"",NA,NA,NA
"1:1612","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1","SANE3",NA,"","","","",NA,"",NA,NA,NA
"1:1613","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"31.1","ERVA5",NA,"","","","",NA,"",NA,NA,NA
"1:1614","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:1615","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:1616","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","PEFR5",NA,"","","","",1,"",NA,NA,NA
"1:1617","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","ERVA5",NA,"","","","",3,"",NA,NA,NA
"1:1618","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","SAPU15",NA,"","","","",15,"",NA,NA,NA
"1:1619","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","CAREX",NA,"CS","","CAPE8/CAME4","",15,"",NA,NA,NA
"1:1620","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","BETUL",NA,"CS","","BENA/BEGL","",2,"",NA,NA,NA
"1:1621","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","CATE11",NA,"","","","",3,"",NA,NA,NA
"1:1622","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","VAVI",NA,"","","","",2,"",NA,NA,NA
"1:1623","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","VAUL",NA,"","","","",3,"",NA,NA,NA
"1:1624","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","ANPO",NA,"","","","",0.5,"",NA,NA,NA
"1:1625","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.2.1","SANE3",NA,"","","","",0.5,"",NA,NA,NA
"1:1626","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","PECA2",NA,"","","","",0.5,"",NA,NA,NA
"1:1627","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","PELA4",NA,"","","","",1,"",NA,NA,NA
"1:1628","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","ANPO",NA,"","","","",0.5,"",NA,NA,NA
"1:1629","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","CATE11",NA,"","","","",3,"",NA,NA,NA
"1:1630","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","PEFR5",NA,"","","","",3,"",NA,NA,NA
"1:1631","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","POBI5",NA,"","","","",1,"",NA,NA,NA
"1:1632","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",5,"",NA,NA,NA
"1:1633","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","LEPAD",NA,"","","","",0.5,"",NA,NA,NA
"1:1634","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","VAUL",NA,"","","","",15,"",NA,NA,NA
"1:1635","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","VAVI",NA,"","","","",2,"",NA,NA,NA
"1:1636","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","BETUL",NA,"CS","","BENA/BEGL","",1,"",NA,NA,NA
"1:1637","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","SAPU15",NA,"","","","",8,"",NA,NA,NA
"1:1638","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.4.1","ARLA2",NA,"","","","",0.5,"",NA,NA,NA
"1:1639","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.1","BIVI2",NA,"","","","",NA,"",NA,NA,NA
"1:1640","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.1","STLO2",NA,"","","","",NA,"",NA,NA,NA
"1:1641","TOOL","TOOL_43736","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150717,"32.1","ARAN5",NA,"","","","",NA,"",NA,NA,NA
"1:1642","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",25,"",NA,NA,NA
"1:1643","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","PEFR5",NA,"","","","",7,"",NA,NA,NA
"1:1644","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","RUCH",NA,"","","","",2,"",NA,NA,NA
"1:1645","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","BETUL",NA,"CS","","BENA/BEGL","",5,"",NA,NA,NA
"1:1646","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","SAPU15",NA,"","","","",25,"",NA,NA,NA
"1:1647","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","CATE11",NA,"","","","",6,"",NA,NA,NA
"1:1648","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","ANPO",NA,"","","","",5,"",NA,NA,NA
"1:1649","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","VAVI",NA,"","","","",6,"",NA,NA,NA
"1:1650","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1.1","SANE3",NA,"","","","",0.5,"",NA,NA,NA
"1:1651","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.3.1","BETUL",NA,"CS","","BENA/BEGL","",30,"",NA,NA,NA
"1:1652","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.3.1","FESTU",NA,"CS","","FESA/FELE","",1,"",NA,NA,NA
"1:1653","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.3.1","EQAR",NA,"","","","",1,"",NA,NA,NA
"1:1654","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","ARLA2",NA,"","","","",NA,"",NA,NA,NA
"1:1655","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","ARAN5",NA,"","","","",NA,"",NA,NA,NA
"1:1656","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","POAR2",NA,"CS","","","",NA,"",NA,NA,NA
"1:1657","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","VAUL",NA,"","","","",NA,"",NA,NA,NA
"1:1658","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","ERVA5",NA,"","","","",NA,"",NA,NA,NA
"1:1659","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","PECA2",NA,"","","","",NA,"",NA,NA,NA
"1:1660","TOOL","TOOL_43736","Characterization","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","CABE",NA,"","","","",NA,"",NA,NA,NA
"1:1661","TOOL","TOOL_43736","CHARACTERIZATION","AGUTTING","SROBERTS","AGUTTING",20150717,"40.1","PELA4",NA,"","","","",NA,"",NA,NA,NA
