mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules,notes,annualTowerVst
706,JERC_025,JERC,cultivatedCrops,distributed,basePlot,,,NA
763,JERC_027,JERC,cultivatedCrops,distributed,basePlot,,,NA
822,JERC_028,JERC,deciduousForest,distributed,birdGrid,brd,,NA
822,JERC_028,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
834,JERC_029,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
882,JERC_030,JERC,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
894,JERC_031,JERC,mixedForest,distributed,basePlot,all|div,,NA
894,JERC_031,JERC,mixedForest,distributed,birdGrid,brd,,NA
918,JERC_032,JERC,cultivatedCrops,distributed,basePlot,,,NA
955,JERC_033,JERC,mixedForest,distributed,basePlot,all|div,,NA
1018,JERC_034,JERC,deciduousForest,distributed,basePlot,all|div,,NA
1018,JERC_034,JERC,deciduousForest,distributed,tickPlot,,,NA
1035,JERC_035,JERC,deciduousForest,distributed,basePlot,all|div,,NA
1074,JERC_036,JERC,deciduousForest,distributed,basePlot,all|div,,NA
1074,JERC_036,JERC,deciduousForest,distributed,tickPlot,,,NA
1118,JERC_037,JERC,deciduousForest,distributed,tickPlot,,,NA
1190,JERC_038,JERC,mixedForest,distributed,basePlot,,,NA
1270,JERC_039,JERC,deciduousForest,distributed,tickPlot,,,NA
1390,JERC_040,JERC,mixedForest,distributed,basePlot,,,NA
1526,JERC_041,JERC,mixedForest,distributed,basePlot,,,NA
1646,JERC_042,JERC,mixedForest,distributed,basePlot,,,NA
1646,JERC_042,JERC,mixedForest,distributed,birdGrid,brd,,NA
1666,JERC_043,JERC,cultivatedCrops,distributed,tickPlot,,,NA
1818,JERC_044,JERC,mixedForest,distributed,basePlot,,,NA
1818,JERC_044,JERC,mixedForest,distributed,tickPlot,,,NA
1846,JERC_045,JERC,mixedForest,distributed,tickPlot,,,NA
2894,JERC_046,JERC,mixedForest,distributed,tickPlot,,,NA
158,JERC_047,JERC,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
574,JERC_048,JERC,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
830,JERC_049,JERC,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
926,JERC_050,JERC,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
1342,JERC_051,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
1506,JERC_052,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2018,JERC_053,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2462,JERC_054,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2530,JERC_055,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2770,JERC_056,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3038,JERC_057,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
4066,JERC_058,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
7742,JERC_059,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
8510,JERC_060,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
12770,JERC_061,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
14238,JERC_062,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
15330,JERC_063,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
22750,JERC_064,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
52542,JERC_065,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
61246,JERC_066,JERC,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
21986,JERC_067,JERC,,tower,phenology,phe,,NA
6558,JERC_068,JERC,,tower,phenology,,,NA
68,JERC_069,JERC,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
154,JERC_070,JERC,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
210,JERC_071,JERC,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
250,JERC_072,JERC,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
254,JERC_073,JERC,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
694,JERC_074,JERC,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
722,JERC_075,JERC,mixedForest,distributed,mosquitoPoint,,,NA
854,JERC_076,JERC,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
942,JERC_077,JERC,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
1730,JERC_078,JERC,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
2038,JERC_079,JERC,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
17106,JERC_080,JERC,,tower,phenology,phe,,NA
164,JORN_001,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
164,JORN_001,JORN,shrubScrub,distributed,birdGrid,brd,,NA
164,JORN_001,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
164,JORN_001,JORN,shrubScrub,distributed,tickPlot,tck,,NA
420,JORN_002,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
420,JORN_002,JORN,shrubScrub,distributed,tickPlot,tck,,NA
484,JORN_003,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
484,JORN_003,JORN,shrubScrub,distributed,birdGrid,brd,,NA
484,JORN_003,JORN,shrubScrub,distributed,tickPlot,tck,,NA
500,JORN_004,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
500,JORN_004,JORN,shrubScrub,distributed,birdGrid,brd,,NA
500,JORN_004,JORN,shrubScrub,distributed,tickPlot,tck,,NA
548,JORN_005,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
548,JORN_005,JORN,shrubScrub,distributed,birdGrid,brd,,NA
548,JORN_005,JORN,shrubScrub,distributed,tickPlot,tck,,NA
676,JORN_006,JORN,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
676,JORN_006,JORN,shrubScrub,distributed,birdGrid,brd,,NA
676,JORN_006,JORN,shrubScrub,distributed,tickPlot,tck,,NA
740,JORN_007,JORN,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
740,JORN_007,JORN,shrubScrub,distributed,birdGrid,brd,,NA
740,JORN_007,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
932,JORN_008,JORN,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
932,JORN_008,JORN,shrubScrub,distributed,birdGrid,brd,,NA
996,JORN_009,JORN,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
1012,JORN_010,JORN,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
1188,JORN_011,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1188,JORN_011,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
1444,JORN_012,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1444,JORN_012,JORN,shrubScrub,distributed,birdGrid,brd,,NA
1524,JORN_013,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1700,JORN_014,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1764,JORN_015,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1956,JORN_016,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2020,JORN_017,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2020,JORN_017,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
2036,JORN_018,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2036,JORN_018,JORN,shrubScrub,distributed,birdGrid,brd,,NA
2036,JORN_018,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
2276,JORN_019,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2532,JORN_020,JORN,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2548,JORN_021,JORN,shrubScrub,distributed,basePlot,all|div,,NA
2596,JORN_022,JORN,shrubScrub,distributed,basePlot,all|div,,NA
2612,JORN_023,JORN,shrubScrub,distributed,basePlot,all|div,,NA
2724,JORN_024,JORN,shrubScrub,distributed,basePlot,all|div,,NA
2788,JORN_025,JORN,shrubScrub,distributed,basePlot,all|div,,NA
3044,JORN_026,JORN,shrubScrub,distributed,basePlot,all|div,,NA
3060,JORN_027,JORN,shrubScrub,distributed,basePlot,all|div,,NA
3108,JORN_028,JORN,shrubScrub,distributed,basePlot,all|div,,NA
3236,JORN_029,JORN,shrubScrub,distributed,basePlot,all|div,,NA
3300,JORN_030,JORN,shrubScrub,distributed,basePlot,all|div,,NA
2468,JORN_031,JORN,shrubScrub,distributed,birdGrid,brd,,NA
2468,JORN_031,JORN,shrubScrub,distributed,mammalGrid,mam,,NA
8740,JORN_032,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
12276,JORN_033,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
12452,JORN_034,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
16420,JORN_035,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
17124,JORN_036,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
23972,JORN_037,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
26596,JORN_038,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
32164,JORN_039,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
37028,JORN_040,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
39652,JORN_041,JORN,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
13796,JORN_042,JORN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
77284,JORN_043,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
144868,JORN_044,JORN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
161252,JORN_045,JORN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
182756,JORN_046,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
226788,JORN_047,JORN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,
234980,JORN_048,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
297444,JORN_049,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
407012,JORN_050,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
423396,JORN_051,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
431588,JORN_052,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
456164,JORN_053,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
472548,JORN_054,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
488932,JORN_055,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
497124,JORN_056,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
538084,JORN_057,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
601572,JORN_058,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
620004,JORN_059,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
749028,JORN_060,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
751076,JORN_061,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
800228,JORN_062,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1045988,JORN_063,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1144292,JORN_064,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1308132,JORN_065,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1734116,JORN_066,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1783268,JORN_067,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2960868,JORN_068,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3028452,JORN_069,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3356132,JORN_070,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3904996,JORN_071,JORN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3618276,JORN_072,JORN,,tower,phenology,phe,,NA
3634660,JORN_073,JORN,,tower,phenology,phe,,NA
62,LENO_001,LENO,deciduousForest,distributed,basePlot,all|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
86,LENO_002,LENO,woodyWetlands,distributed,mammalGrid,mam,,NA
86,LENO_002,LENO,woodyWetlands,distributed,tickPlot,tck,,NA
86,LENO_002,LENO,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
118,LENO_003,LENO,deciduousForest,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
118,LENO_003,LENO,deciduousForest,distributed,mammalGrid,,,NA
118,LENO_003,LENO,deciduousForest,distributed,tickPlot,tck,,NA
254,LENO_004,LENO,woodyWetlands,distributed,tickPlot,tck,,NA
254,LENO_004,LENO,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
318,LENO_005,LENO,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
702,LENO_006,LENO,woodyWetlands,distributed,mammalGrid,mam,,NA
702,LENO_006,LENO,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
854,LENO_007,LENO,deciduousForest,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
958,LENO_008,LENO,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
958,LENO_008,LENO,deciduousForest,distributed,mammalGrid,mam,,NA
1462,LENO_009,LENO,woodyWetlands,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1654,LENO_010,LENO,deciduousForest,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1662,LENO_011,LENO,woodyWetlands,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1718,LENO_012,LENO,woodyWetlands,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1774,LENO_013,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1878,LENO_014,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
1982,LENO_015,LENO,woodyWetlands,distributed,mammalGrid,mam,,NA
1982,LENO_015,LENO,woodyWetlands,distributed,tickPlot,tck,,NA
1982,LENO_015,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
2494,LENO_016,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
2522,LENO_017,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
2678,LENO_018,LENO,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
3054,LENO_019,LENO,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
3198,LENO_020,LENO,woodyWetlands,distributed,basePlot,all|brd|div,,NA
3354,LENO_021,LENO,deciduousForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
3374,LENO_022,LENO,deciduousForest,distributed,basePlot,all|brd|div,,NA
3374,LENO_022,LENO,deciduousForest,distributed,mammalGrid,mam,,NA
3510,LENO_023,LENO,deciduousForest,distributed,basePlot,all|div,,NA
3510,LENO_023,LENO,deciduousForest,distributed,tickPlot,tck,,NA
3518,LENO_024,LENO,deciduousForest,distributed,basePlot,all|div,,NA
3566,LENO_025,LENO,woodyWetlands,distributed,basePlot,all|brd|div,,NA
3710,LENO_026,LENO,woodyWetlands,distributed,basePlot,all|brd|div,,NA
3822,LENO_027,LENO,deciduousForest,distributed,basePlot,all|brd|div,,NA
4078,LENO_028,LENO,woodyWetlands,distributed,basePlot,all|div,,NA
4378,LENO_029,LENO,deciduousForest,distributed,basePlot,all|div,,NA
4982,LENO_030,LENO,deciduousForest,distributed,basePlot,all|div,,NA
126,LENO_031,LENO,woodyWetlands,distributed,mammalGrid,mam,,NA
1470,LENO_032,LENO,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
1726,LENO_033,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
2174,LENO_034,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
2238,LENO_035,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
2934,LENO_036,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
4334,LENO_037,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
4350,LENO_038,LENO,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
5054,LENO_039,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
6078,LENO_040,LENO,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
9846,LENO_041,LENO,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
2492,LENO_042,LENO,woodyWetlands,distributed,tickPlot,tck,,NA
1,LENO_061,LENO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
5,LENO_062,LENO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
6,LENO_063,LENO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
119,LENO_064,LENO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
189,LENO_065,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
231,LENO_066,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
342,LENO_067,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
486,LENO_068,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
671,LENO_069,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
859,LENO_070,LENO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
133,LENO_071,LENO,,tower,phenology,phe,,NA
439,LENO_072,LENO,,tower,phenology,,,NA
85,LENO_073,LENO,,tower,phenology,phe,,NA
0,MLBS_001,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc,,NA
1,MLBS_002,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc,,NA
1,MLBS_002,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
1,MLBS_002,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
1,MLBS_002,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
16,MLBS_003,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc,,NA
16,MLBS_003,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
16,MLBS_003,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
34,MLBS_004,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|cfc,,NA
34,MLBS_004,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
34,MLBS_004,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
34,MLBS_004,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
65,MLBS_005,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc,,NA
65,MLBS_005,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
65,MLBS_005,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
67,MLBS_006,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme|cfc,,NA
67,MLBS_006,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
67,MLBS_006,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
67,MLBS_006,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
71,MLBS_007,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|bgc|sme,,NA
194,MLBS_008,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|cfc,,NA
194,MLBS_008,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
194,MLBS_008,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
257,MLBS_009,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|cfc,,NA
257,MLBS_009,MLBS,deciduousForest,distributed,mammalGrid,mam,,NA
257,MLBS_009,MLBS,deciduousForest,distributed,tickPlot,tck,,NA
272,MLBS_010,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet|cfc,,NA
353,MLBS_011,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst|bet,,NA
609,MLBS_012,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
627,MLBS_013,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
627,MLBS_013,MLBS,deciduousForest,distributed,mammalGrid,,,NA
627,MLBS_013,MLBS,deciduousForest,distributed,tickPlot,,,NA
643,MLBS_014,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
647,MLBS_015,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
647,MLBS_015,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
903,MLBS_016,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
903,MLBS_016,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
1024,MLBS_017,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
1026,MLBS_018,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
1027,MLBS_019,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
1095,MLBS_020,MLBS,deciduousForest,distributed,basePlot,all|div|cdw|cfc|dhp|hbp|vst,,NA
1186,MLBS_021,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1296,MLBS_022,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1314,MLBS_023,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1377,MLBS_024,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1395,MLBS_025,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1403,MLBS_026,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1671,MLBS_027,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1794,MLBS_028,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
1794,MLBS_028,MLBS,deciduousForest,distributed,birdGrid,brd,,NA
1915,MLBS_029,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
2082,MLBS_030,MLBS,deciduousForest,distributed,basePlot,all|div,,NA
2113,MLBS_031,MLBS,deciduousForest,distributed,basePlot,,,NA
2115,MLBS_032,MLBS,deciduousForest,distributed,basePlot,,,NA
1091,MLBS_033,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
1351,MLBS_034,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
1459,MLBS_035,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
2307,MLBS_036,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
2754,MLBS_037,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
2850,MLBS_038,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
3266,MLBS_039,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
3843,MLBS_040,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
6178,MLBS_041,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
8707,MLBS_042,MLBS,deciduousForest,distributed,mosquitoPoint,,,NA
10887,MLBS_043,MLBS,deciduousForest,distributed,mosquitoPoint,mpt|mos,,NA
2352,MLBS_061,MLBS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
3888,MLBS_062,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5936,MLBS_063,MLBS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
8496,MLBS_064,MLBS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
12336,MLBS_065,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
13104,MLBS_066,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
19668,MLBS_067,MLBS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
44848,MLBS_068,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
48432,MLBS_069,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
