mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
6016,GUAN_023,GUAN,evergreenForest,distributed,basePlot,all|div
6132,GUAN_024,GUAN,evergreenForest,distributed,basePlot,all|div
0,GUAN_025,GUAN,evergreenForest,distributed,birdGrid,
0,GUAN_025,GUAN,evergreenForest,distributed,mammalGrid,
144,GUAN_026,GUAN,evergreenForest,distributed,birdGrid,brd
288,GUAN_027,GUAN,evergreenForest,distributed,birdGrid,brd
336,GUAN_028,GUAN,evergreenForest,distributed,birdGrid,brd
864,GUAN_029,GUAN,evergreenForest,distributed,birdGrid,brd
1024,GUAN_030,GUAN,evergreenForest,distributed,birdGrid,brd
1312,GUAN_031,GUAN,evergreenForest,distributed,birdGrid,brd
1312,GUAN_031,GUAN,evergreenForest,distributed,tickPlot,tck
3424,GUAN_032,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
4128,GUAN_033,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
4800,GUAN_034,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
5376,GUAN_035,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
6976,GUAN_036,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
7168,GUAN_037,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
7504,GUAN_038,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
8192,GUAN_039,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
9552,GUAN_040,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
11104,GUAN_041,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
512,GUAN_042,GUAN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
2560,GUAN_043,GUAN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
2816,GUAN_044,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
3840,GUAN_045,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
6144,GUAN_046,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
14592,GUAN_047,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
16896,GUAN_048,GUAN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
25088,GUAN_049,GUAN,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
39424,GUAN_050,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
49664,GUAN_051,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
64000,GUAN_052,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
73984,GUAN_053,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
121344,GUAN_054,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
133632,GUAN_055,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
174336,GUAN_056,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
174592,GUAN_057,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
219648,GUAN_058,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
229888,GUAN_059,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
238080,GUAN_060,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
385536,GUAN_061,GUAN,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
41472,GUAN_062,GUAN,,tower,phenology,phe
84480,GUAN_063,GUAN,,tower,phenology,phe
557344,GUAN_064,GUAN,evergreenForest,distributed,tickPlot,tck
1021952,GUAN_065,GUAN,evergreenForest,distributed,tickPlot,tck
261312,GUAN_066,GUAN,evergreenForest,distributed,tickPlot,tck
212,HARV_001,HARV,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
212,HARV_001,HARV,deciduousForest,distributed,birdGrid,brd
212,HARV_001,HARV,deciduousForest,distributed,mammalGrid,mam
212,HARV_001,HARV,deciduousForest,distributed,tickPlot,tck
660,HARV_002,HARV,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
660,HARV_002,HARV,deciduousForest,distributed,tickPlot,tck
792,HARV_004,HARV,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
792,HARV_004,HARV,mixedForest,distributed,tickPlot,tck
792,HARV_004,HARV,mixedForest,distributed,birdGrid,brd
884,HARV_005,HARV,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
884,HARV_005,HARV,deciduousForest,distributed,tickPlot,
1040,HARV_006,HARV,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
1040,HARV_006,HARV,deciduousForest,distributed,birdGrid,brd
1040,HARV_006,HARV,deciduousForest,distributed,mammalGrid,mam
1040,HARV_006,HARV,deciduousForest,distributed,tickPlot,tck
2072,HARV_008,HARV,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
2072,HARV_008,HARV,deciduousForest,distributed,birdGrid,brd
2072,HARV_008,HARV,deciduousForest,distributed,mammalGrid,mam
2072,HARV_008,HARV,deciduousForest,distributed,tickPlot,
2260,HARV_010,HARV,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
2260,HARV_010,HARV,mixedForest,distributed,mammalGrid,mam
2260,HARV_010,HARV,mixedForest,distributed,tickPlot,
2392,HARV_011,HARV,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
2840,HARV_012,HARV,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
2840,HARV_012,HARV,deciduousForest,distributed,birdGrid,brd
3344,HARV_013,HARV,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
3344,HARV_013,HARV,evergreenForest,distributed,birdGrid,brd
3344,HARV_013,HARV,evergreenForest,distributed,tickPlot,
3732,HARV_014,HARV,mixedForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
3732,HARV_014,HARV,mixedForest,distributed,mammalGrid,
3732,HARV_014,HARV,mixedForest,distributed,tickPlot,
3732,HARV_014,HARV,mixedForest,distributed,birdGrid,brd
4216,HARV_015,HARV,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
4440,HARV_016,HARV,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
4440,HARV_016,HARV,woodyWetlands,distributed,mammalGrid,
4440,HARV_016,HARV,woodyWetlands,distributed,birdGrid,brd
4756,HARV_017,HARV,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
4888,HARV_018,HARV,deciduousForest,distributed,basePlot,all|div
5144,HARV_020,HARV,woodyWetlands,distributed,basePlot,all|div
5144,HARV_020,HARV,woodyWetlands,distributed,tickPlot,
5144,HARV_020,HARV,woodyWetlands,distributed,mammalGrid,
5268,HARV_021,HARV,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
5268,HARV_021,HARV,evergreenForest,distributed,birdGrid,brd
5268,HARV_021,HARV,evergreenForest,distributed,mammalGrid,mam
5268,HARV_021,HARV,evergreenForest,distributed,tickPlot,
5272,HARV_022,HARV,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
5272,HARV_022,HARV,evergreenForest,distributed,tickPlot,tck
6316,HARV_023,HARV,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
6316,HARV_023,HARV,evergreenForest,distributed,birdGrid,brd
6316,HARV_023,HARV,evergreenForest,distributed,mammalGrid,mam
6316,HARV_023,HARV,evergreenForest,distributed,tickPlot,
7316,HARV_024,HARV,woodyWetlands,distributed,basePlot,all|div
7316,HARV_024,HARV,woodyWetlands,distributed,birdGrid,
9108,HARV_025,HARV,mixedForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
9108,HARV_025,HARV,mixedForest,distributed,birdGrid,
9108,HARV_025,HARV,mixedForest,distributed,tickPlot,
9132,HARV_026,HARV,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
9132,HARV_026,HARV,evergreenForest,distributed,tickPlot,tck
10452,HARV_027,HARV,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
10776,HARV_028,HARV,mixedForest,distributed,tickPlot,
10776,HARV_028,HARV,mixedForest,distributed,basePlot,all|div
11608,HARV_029,HARV,evergreenForest,distributed,basePlot,all|div
11800,HARV_030,HARV,evergreenForest,distributed,tickPlot,
11800,HARV_030,HARV,evergreenForest,distributed,basePlot,all|div
12436,HARV_031,HARV,evergreenForest,distributed,basePlot,all|div
12632,HARV_032,HARV,evergreenForest,distributed,mammalGrid,
12632,HARV_032,HARV,evergreenForest,distributed,basePlot,
12408,HARV_033,HARV,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
45176,HARV_034,HARV,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
106616,HARV_035,HARV,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
185208,HARV_036,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
225400,HARV_037,HARV,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
356472,HARV_038,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
371064,HARV_039,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
385144,HARV_040,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
495736,HARV_041,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
502136,HARV_042,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
581752,HARV_043,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
716920,HARV_044,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
922488,HARV_045,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
1446008,HARV_046,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
1699960,HARV_047,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
1745016,HARV_048,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
1749112,HARV_049,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
1814648,HARV_050,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
2517368,HARV_051,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
3498104,HARV_052,HARV,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
2937720,HARV_053,HARV,,tower,phenology,phe
4166520,HARV_054,HARV,,tower,phenology,
5136,HARV_055,HARV,deciduousForest,distributed,basePlot,
5400,HARV_056,HARV,deciduousForest,distributed,basePlot,
5464,HARV_057,HARV,deciduousForest,distributed,basePlot,
10900,HARV_058,HARV,mixedForest,distributed,basePlot,all|div
11156,HARV_059,HARV,mixedForest,distributed,basePlot,all|div
11536,HARV_060,HARV,mixedForest,distributed,basePlot,
11544,HARV_061,HARV,mixedForest,distributed,basePlot,
12500,HARV_062,HARV,mixedForest,distributed,basePlot,
12568,HARV_063,HARV,woodyWetlands,distributed,basePlot,all|div
13592,HARV_064,HARV,evergreenForest,distributed,basePlot,
13912,HARV_065,HARV,woodyWetlands,distributed,basePlot,
14936,HARV_066,HARV,woodyWetlands,distributed,basePlot,
16728,HARV_067,HARV,evergreenForest,distributed,basePlot,
17176,HARV_068,HARV,woodyWetlands,distributed,basePlot,
18200,HARV_069,HARV,evergreenForest,distributed,basePlot,
37208,HARV_070,HARV,woodyWetlands,distributed,basePlot,
47764,HARV_071,HARV,woodyWetlands,distributed,basePlot,
52056,HARV_072,HARV,woodyWetlands,distributed,basePlot,
38008,HARV_073,HARV,deciduousForest,distributed,mosquitoPoint,mos|mpt
18776,HARV_074,HARV,deciduousForest,distributed,mosquitoPoint,mos|mpt
18968,HARV_075,HARV,deciduousForest,distributed,mosquitoPoint,mos|mpt
12056,HARV_076,HARV,evergreenForest,distributed,mosquitoPoint,mos|mpt
17752,HARV_077,HARV,mixedForest,distributed,mosquitoPoint,mos|mpt
24600,HARV_078,HARV,mixedForest,distributed,mosquitoPoint,mos|mpt
77336,HARV_079,HARV,evergreenForest,distributed,mosquitoPoint,mos|mpt
47896,HARV_080,HARV,deciduousForest,distributed,mosquitoPoint,mos|mpt
66576,HARV_081,HARV,evergreenForest,distributed,mosquitoPoint,mos|mpt
576404,HARV_082,HARV,woodyWetlands,distributed,mosquitoPoint,mos|mpt
3810168,HARV_083,HARV,,tower,phenology,phe
241,HEAL_014,HEAL,shrubScrub,distributed,tickPlot,tck
245,HEAL_015,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
341,HEAL_016,HEAL,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
341,HEAL_016,HEAL,shrubScrub,distributed,birdGrid,brd
341,HEAL_016,HEAL,shrubScrub,distributed,mammalGrid,
349,HEAL_017,HEAL,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
349,HEAL_017,HEAL,shrubScrub,distributed,birdGrid,
413,HEAL_018,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
449,HEAL_019,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
477,HEAL_020,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
497,HEAL_021,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
533,HEAL_022,HEAL,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
593,HEAL_023,HEAL,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
657,HEAL_024,HEAL,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
893,HEAL_025,HEAL,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst
2565,HEAL_026,HEAL,evergreenForest,distributed,basePlot,all|bet|div
2565,HEAL_026,HEAL,evergreenForest,distributed,tickPlot,tck
2845,HEAL_027,HEAL,evergreenForest,distributed,basePlot,all|div
3805,HEAL_028,HEAL,evergreenForest,distributed,basePlot,all|div
4061,HEAL_029,HEAL,evergreenForest,distributed,basePlot,all|div
361,HEAL_030,HEAL,shrubScrub,distributed,birdGrid,brd
285,HEAL_031,HEAL,dwarfScrub,distributed,mammalGrid,mam
689,HEAL_032,HEAL,shrubScrub,distributed,mammalGrid,mam
2225,HEAL_033,HEAL,shrubScrub,distributed,mammalGrid,mam
3269,HEAL_034,HEAL,shrubScrub,distributed,mammalGrid,mam
881,HEAL_035,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
10325,HEAL_036,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
11477,HEAL_037,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
17237,HEAL_038,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
19541,HEAL_039,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
36209,HEAL_040,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
46257,HEAL_041,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
63773,HEAL_042,HEAL,dwarfScrub,distributed,mosquitoPoint,mos|mpt
66261,HEAL_043,HEAL,shrubScrub,distributed,mosquitoPoint,mos|mpt
88517,HEAL_044,HEAL,dwarfScrub,distributed,mosquitoPoint,mos|mpt
617,HEAL_045,HEAL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
681,HEAL_046,HEAL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
1641,HEAL_047,HEAL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
1705,HEAL_048,HEAL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
2729,HEAL_049,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
2985,HEAL_050,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
4713,HEAL_051,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
4777,HEAL_052,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
5737,HEAL_053,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
7081,HEAL_054,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
7785,HEAL_055,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
7849,HEAL_056,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
8809,HEAL_057,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
8873,HEAL_058,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
9833,HEAL_059,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
9897,HEAL_060,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
10409,HEAL_061,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
10921,HEAL_062,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
11945,HEAL_063,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
12201,HEAL_064,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
12905,HEAL_065,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
12969,HEAL_066,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
15017,HEAL_067,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
15273,HEAL_068,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
17065,HEAL_069,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
18089,HEAL_070,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
19369,HEAL_071,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
21097,HEAL_072,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
21161,HEAL_073,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
22121,HEAL_074,HEAL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst
6276,BARR_057,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
6660,BARR_058,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
7284,BARR_059,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
8436,BARR_060,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
9332,BARR_061,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10356,BARR_062,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10372,BARR_063,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
11892,BARR_064,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
12532,BARR_065,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
12916,BARR_066,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
13428,BARR_067,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
14852,BARR_068,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
15476,BARR_069,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
15988,BARR_070,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
17012,BARR_071,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
17524,BARR_072,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
17540,BARR_073,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
17924,BARR_074,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18676,BARR_075,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
19572,BARR_076,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21620,BARR_077,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
24820,BARR_078,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
25204,BARR_079,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
25716,BARR_080,BARR,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
8904,TOOL_045,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10968,TOOL_046,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
13000,TOOL_047,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
15064,TOOL_048,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18120,TOOL_049,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21192,TOOL_050,TOOL,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
108117,HEAL_075,HEAL,,tower,phenology,phe
131753,HEAL_076,HEAL,,tower,phenology,phe
753,HEAL_077,HEAL,shrubScrub,distributed,basePlot,all|div
22,JERC_001,JERC,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
34,JERC_002,JERC,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
34,JERC_002,JERC,evergreenForest,distributed,mammalGrid,mam
34,JERC_002,JERC,evergreenForest,distributed,tickPlot,tck
34,JERC_002,JERC,evergreenForest,distributed,birdGrid,brd
82,JERC_003,JERC,deciduousForest,distributed,birdGrid,brd
82,JERC_003,JERC,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
82,JERC_003,JERC,deciduousForest,distributed,mammalGrid,mam
98,JERC_004,JERC,cultivatedCrops,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst
98,JERC_004,JERC,cultivatedCrops,distributed,tickPlot,tck
99,JERC_005,JERC,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
99,JERC_005,JERC,evergreenForest,distributed,mammalGrid,mam
99,JERC_005,JERC,evergreenForest,distributed,tickPlot,
99,JERC_005,JERC,evergreenForest,distributed,birdGrid,brd
123,JERC_006,JERC,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
123,JERC_006,JERC,mixedForest,distributed,mammalGrid,mam
123,JERC_006,JERC,mixedForest,distributed,birdGrid,brd
218,JERC_007,JERC,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
218,JERC_007,JERC,evergreenForest,distributed,tickPlot,
251,JERC_008,JERC,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
251,JERC_008,JERC,mixedForest,distributed,mammalGrid,
290,JERC_009,JERC,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
290,JERC_009,JERC,evergreenForest,distributed,mammalGrid,mam
302,JERC_010,JERC,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
302,JERC_010,JERC,deciduousForest,distributed,tickPlot,tck
306,JERC_011,JERC,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
306,JERC_011,JERC,evergreenForest,distributed,birdGrid,brd
306,JERC_011,JERC,evergreenForest,distributed,tickPlot,tck
315,JERC_012,JERC,cultivatedCrops,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
315,JERC_012,JERC,cultivatedCrops,distributed,tickPlot,
324,JERC_013,JERC,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
324,JERC_013,JERC,evergreenForest,distributed,birdGrid,brd
324,JERC_013,JERC,evergreenForest,distributed,tickPlot,
355,JERC_014,JERC,cultivatedCrops,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
355,JERC_014,JERC,cultivatedCrops,distributed,tickPlot,
379,JERC_015,JERC,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
434,JERC_016,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
434,JERC_016,JERC,deciduousForest,distributed,mammalGrid,
443,JERC_017,JERC,evergreenForest,distributed,basePlot,all|div
546,JERC_018,JERC,cultivatedCrops,distributed,basePlot,all|div
562,JERC_019,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
562,JERC_019,JERC,deciduousForest,distributed,mammalGrid,mam
578,JERC_020,JERC,cultivatedCrops,distributed,basePlot,all|div
580,JERC_021,JERC,evergreenForest,distributed,basePlot,all|div
622,JERC_022,JERC,evergreenForest,distributed,basePlot,all|div
674,JERC_023,JERC,cultivatedCrops,distributed,basePlot,
702,JERC_024,JERC,cultivatedCrops,distributed,basePlot,
706,JERC_025,JERC,cultivatedCrops,distributed,basePlot,
763,JERC_027,JERC,cultivatedCrops,distributed,basePlot,
822,JERC_028,JERC,deciduousForest,distributed,birdGrid,brd
822,JERC_028,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
834,JERC_029,JERC,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
882,JERC_030,JERC,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
894,JERC_031,JERC,mixedForest,distributed,basePlot,all|div
894,JERC_031,JERC,mixedForest,distributed,birdGrid,brd
918,JERC_032,JERC,cultivatedCrops,distributed,basePlot,
955,JERC_033,JERC,mixedForest,distributed,basePlot,all|div
1018,JERC_034,JERC,deciduousForest,distributed,basePlot,all|div
1018,JERC_034,JERC,deciduousForest,distributed,tickPlot,
1035,JERC_035,JERC,deciduousForest,distributed,basePlot,all|div
1074,JERC_036,JERC,deciduousForest,distributed,basePlot,all|div
1074,JERC_036,JERC,deciduousForest,distributed,tickPlot,
1118,JERC_037,JERC,deciduousForest,distributed,tickPlot,
1190,JERC_038,JERC,mixedForest,distributed,basePlot,
1270,JERC_039,JERC,deciduousForest,distributed,tickPlot,
1390,JERC_040,JERC,mixedForest,distributed,basePlot,
